product_primary_name,processing_periods_name,facility_type_name,quantity_requested,quantity_approved,pack_size,dispensing_unit,allocation_gap
QUIN,2024-05-01,HEALTH CENTER,752.0,287.0,1000,TABLET,-465.0
RDT,2024-08-01,HEALTH CENTER,,822.0,25,PIECE,822.0
ART-SUP,2024-11-01,HEALTH CENTER,567.0,0.0,2,CAPSULE,-567.0
RDT,2025-08-01,HEALTH CENTER,,4611.0,25,PIECE,4611.0
ITN,2024-11-01,HEALTH CENTER,916.0,0.0,50,PIECE,-916.0
ART-INJ,2025-11-01,DISTRICT HOSPITAL,,209.0,5,VIAL,209.0
RDT,2025-08-01,HEALTH CENTER,,2835.0,25,PIECE,2835.0
ACT-INF,2025-05-01,HEALTH CENTER,,0.0,30,BLISTER,0.0
ACT-SC,2024-02-01,DISTRICT HOSPITAL,240.0,84.0,30,BLISTER,-156.0
QUIN,2024-02-01,HEALTH CENTER,,66.0,1000,TABLET,66.0
ART-SUP,2024-02-01,HEALTH CENTER,1026.0,552.0,2,CAPSULE,-474.0
QUIN,2025-11-01,HEALTH CENTER,,1153.0,1000,TABLET,1153.0
QUIN,2024-11-01,HEALTH CENTER,,0.0,1000,TABLET,0.0
SP,2025-11-01,HEALTH CENTER,,566.0,1000,TABLET,566.0
QUIN,2025-08-01,HEALTH CENTER,,9788.0,1000,TABLET,9788.0
ITN,2025-11-01,HEALTH CENTER,666.0,62.0,50,PIECE,-604.0
PYRA-SAC,2025-05-01,HEALTH CENTER,,1529.0,1,SACHET,1529.0
QUIN,2024-11-01,HEALTH CENTER,542.0,4.0,1000,TABLET,-538.0
ACT-INF,2024-02-01,HEALTH CENTER,,539.0,30,BLISTER,539.0
ACT-INF,2025-11-01,HEALTH CENTER,,0.0,30,BLISTER,0.0
ACT-SC,2025-02-01,HEALTH CENTER,1171.0,5358.0,30,BLISTER,4187.0
ACT-INF,2024-02-01,HEALTH CENTER,,5239.0,30,BLISTER,5239.0
RDT,2024-05-01,HEALTH CENTER,,502.0,25,PIECE,502.0
RDT,2024-02-01,HEALTH CENTER,,4060.0,25,PIECE,4060.0
SP,2025-11-01,HEALTH CENTER,606.0,20.0,1000,TABLET,-586.0
ART-SUP,2024-02-01,HEALTH CENTER,774.0,841.0,2,CAPSULE,67.0
ACT-AD,2025-02-01,HEALTH CENTER,,17.0,30,BLISTER,17.0
ACT-INF,2025-08-01,HEALTH CENTER,,980.0,30,BLISTER,980.0
ACT-SC,2024-05-01,DISTRICT HOSPITAL,,607.0,30,BLISTER,607.0
PYRA-COMP,2025-02-01,HEALTH CENTER,,190.0,1,TABLET,190.0
PYRA-COMP,2024-11-01,HEALTH CENTER,,1.0,1,TABLET,1.0
ART-SUP,2025-08-01,HEALTH CENTER,94.0,1.0,2,CAPSULE,-93.0
PYRA-COMP,2024-11-01,HEALTH CENTER,,120.0,1,TABLET,120.0
ACT-INF,2025-08-01,HEALTH CENTER,761.0,0.0,30,BLISTER,-761.0
ACT-GC,2025-08-01,DISTRICT HOSPITAL,,3.0,30,BLISTER,3.0
RDT,2025-08-01,HEALTH CENTER,,1201.0,25,PIECE,1201.0
ART-INJ,2024-02-01,HEALTH CENTER,,0.0,5,VIAL,0.0
PYRA-SAC,2024-05-01,HEALTH CENTER,,0.0,1,SACHET,0.0
PYRA-COMP,2025-08-01,HEALTH CENTER,,194.0,1,TABLET,194.0
SP,2025-05-01,HEALTH CENTER,,55.0,1000,TABLET,55.0
ART-INJ,2025-02-01,HEALTH CENTER,,709.0,5,VIAL,709.0
ITN,2024-11-01,HEALTH CENTER,,1.0,50,PIECE,1.0
ACT-INF,2024-05-01,HEALTH CENTER,,159.0,30,BLISTER,159.0
RDT,2025-02-01,HEALTH CENTER,479.0,1.0,25,PIECE,-478.0
ART-INJ,2024-05-01,HEALTH CENTER,,17939.0,5,VIAL,17939.0
PYRA-COMP,2025-11-01,HEALTH CENTER,,0.0,1,TABLET,0.0
QUIN,2025-11-01,HEALTH CENTER,1054.0,85.0,1000,TABLET,-969.0
ACT-SC,2025-11-01,HEALTH CENTER,,33.0,30,BLISTER,33.0
ART-SUP,2024-11-01,HEALTH CENTER,,68.0,2,CAPSULE,68.0
PYRA-SAC,2025-02-01,DISTRICT HOSPITAL,,2019.0,1,SACHET,2019.0
RDT,2025-05-01,HEALTH CENTER,,0.0,25,PIECE,0.0
QUIN,2024-02-01,HEALTH CENTER,,17.0,1000,TABLET,17.0
PYRA-SAC,2025-02-01,HEALTH CENTER,2950.0,52652.0,1,SACHET,49702.0
ACT-INF,2024-11-01,HEALTH CENTER,,1121.0,30,BLISTER,1121.0
ACT-GC,2024-05-01,HEALTH CENTER,,891.0,30,BLISTER,891.0
ACT-SC,2024-11-01,HEALTH CENTER,,4.0,30,BLISTER,4.0
ART-SUP,2025-08-01,HEALTH CENTER,296.0,289.0,2,CAPSULE,-7.0
PYRA-SAC,2025-02-01,HEALTH CENTER,804.0,522.0,1,SACHET,-282.0
SP,2025-02-01,HEALTH CENTER,,3.0,1000,TABLET,3.0
ACT-AD,2025-05-01,HEALTH CENTER,,638.0,30,BLISTER,638.0
ART-INJ,2025-11-01,HEALTH CENTER,,0.0,5,VIAL,0.0
PYRA-COMP,2024-02-01,HEALTH CENTER,,0.0,1,TABLET,0.0
QUIN,2025-08-01,HEALTH CENTER,,5.0,1000,TABLET,5.0
ACT-GC,2024-08-01,HEALTH CENTER,,0.0,30,BLISTER,0.0
ART-SUP,2024-05-01,HEALTH CENTER,,955.0,2,CAPSULE,955.0
PYRA-COMP,2024-08-01,HEALTH CENTER,,1.0,1,TABLET,1.0
RDT,2024-08-01,HEALTH CENTER,121.0,51.0,25,PIECE,-70.0
PYRA-COMP,2024-05-01,HEALTH CENTER,,0.0,1,TABLET,0.0
RDT,2024-08-01,HEALTH CENTER,,5.0,25,PIECE,5.0
ACT-GC,2025-05-01,HEALTH CENTER,,1670.0,30,BLISTER,1670.0
ACT-AD,2025-08-01,HEALTH CENTER,,1303.0,30,BLISTER,1303.0
ACT-SC,2024-02-01,HEALTH CENTER,,174.0,30,BLISTER,174.0
ACT-SC,2024-05-01,HEALTH CENTER,,0.0,30,BLISTER,0.0
PYRA-COMP,2025-11-01,HEALTH CENTER,,0.0,1,TABLET,0.0
RDT,2024-08-01,HEALTH CENTER,,1408.0,25,PIECE,1408.0
PYRA-COMP,2024-02-01,HEALTH CENTER,914.0,0.0,1,TABLET,-914.0
PYRA-SAC,2024-05-01,HEALTH CENTER,,320.0,1,SACHET,320.0
QUIN,2025-11-01,HEALTH CENTER,,0.0,1000,TABLET,0.0
ACT-INF,2025-08-01,HEALTH CENTER,245.0,155.0,30,BLISTER,-90.0
ACT-INF,2024-11-01,HEALTH CENTER,,0.0,30,BLISTER,0.0
SP,2025-08-01,DISTRICT HOSPITAL,,143.0,1000,TABLET,143.0
ACT-AD,2024-11-01,HEALTH CENTER,,174.0,30,BLISTER,174.0
PYRA-COMP,2024-02-01,HEALTH CENTER,,0.0,1,TABLET,0.0
ACT-INF,2025-08-01,HEALTH CENTER,1768.0,6150.0,30,BLISTER,4382.0
ACT-AD,2024-05-01,HEALTH CENTER,,0.0,30,BLISTER,0.0
ACT-SC,2025-02-01,HEALTH CENTER,,0.0,30,BLISTER,0.0
ART-INJ,2025-11-01,HEALTH CENTER,,49.0,5,VIAL,49.0
ACT-SC,2024-05-01,HEALTH CENTER,475.0,58.0,30,BLISTER,-417.0
RDT,2025-02-01,HEALTH CENTER,,7258.0,25,PIECE,7258.0
ART-SUP,2024-05-01,HEALTH CENTER,,90.0,2,CAPSULE,90.0
QUIN,2024-11-01,HEALTH CENTER,,3451.0,1000,TABLET,3451.0
RDT,2025-08-01,HEALTH CENTER,,3727.0,25,PIECE,3727.0
RDT,2025-11-01,HEALTH CENTER,,0.0,25,PIECE,0.0
ACT-SC,2024-08-01,HEALTH CENTER,373.0,240.0,30,BLISTER,-133.0
ACT-AD,2024-11-01,HEALTH CENTER,489.0,28.0,30,BLISTER,-461.0
QUIN,2024-08-01,HEALTH CENTER,449.0,66.0,1000,TABLET,-383.0
PYRA-COMP,2024-05-01,HEALTH CENTER,,31.0,1,TABLET,31.0
RDT,2025-05-01,HEALTH CENTER,517.0,3062.0,25,PIECE,2545.0
QUIN,2024-02-01,HEALTH CENTER,457.0,0.0,1000,TABLET,-457.0
PYRA-SAC,2024-02-01,HEALTH CENTER,,309.0,1,SACHET,309.0
RDT,2024-08-01,HEALTH CENTER,,0.0,25,PIECE,0.0
ACT-GC,2024-05-01,HEALTH CENTER,,7.0,30,BLISTER,7.0
ACT-AD,2024-02-01,HEALTH CENTER,,0.0,30,BLISTER,0.0
ART-INJ,2025-02-01,HEALTH CENTER,,234.0,5,VIAL,234.0
SP,2024-11-01,HEALTH CENTER,,131.0,1000,TABLET,131.0
SP,2025-11-01,HEALTH CENTER,1160.0,1485.0,1000,TABLET,325.0
ACT-INF,2025-02-01,HEALTH CENTER,287.0,1382.0,30,BLISTER,1095.0
PYRA-COMP,2024-02-01,HEALTH CENTER,,575.0,1,TABLET,575.0
ART-INJ,2025-11-01,HEALTH CENTER,,2.0,5,VIAL,2.0
ACT-SC,2024-11-01,HEALTH CENTER,654.0,2313.0,30,BLISTER,1659.0
ACT-GC,2024-02-01,HEALTH CENTER,,1.0,30,BLISTER,1.0
ACT-AD,2024-11-01,HEALTH CENTER,,16.0,30,BLISTER,16.0
PYRA-SAC,2025-08-01,HEALTH CENTER,824.0,1293.0,1,SACHET,469.0
PYRA-COMP,2025-05-01,HEALTH CENTER,,528.0,1,TABLET,528.0
RDT,2025-05-01,HEALTH CENTER,,1133.0,25,PIECE,1133.0
ACT-SC,2025-11-01,HEALTH CENTER,1462.0,0.0,30,BLISTER,-1462.0
RDT,2024-02-01,HEALTH CENTER,,2.0,25,PIECE,2.0
ITN,2024-08-01,HEALTH CENTER,519.0,1195.0,50,PIECE,676.0
PYRA-SAC,2024-11-01,HEALTH CENTER,,156.0,1,SACHET,156.0
ITN,2025-08-01,HEALTH CENTER,,120.0,50,PIECE,120.0
PYRA-SAC,2025-08-01,HEALTH CENTER,145.0,82.0,1,SACHET,-63.0
ACT-SC,2025-11-01,HEALTH CENTER,,2.0,30,BLISTER,2.0
QUIN,2024-05-01,HEALTH CENTER,,1.0,1000,TABLET,1.0
ACT-SC,2024-11-01,HEALTH CENTER,,1056.0,30,BLISTER,1056.0
PYRA-SAC,2025-02-01,DISTRICT HOSPITAL,1419.0,3.0,1,SACHET,-1416.0
ACT-AD,2025-11-01,HEALTH CENTER,,36.0,30,BLISTER,36.0
ACT-AD,2025-05-01,DISTRICT HOSPITAL,,130.0,30,BLISTER,130.0
SP,2025-08-01,HEALTH CENTER,337.0,10.0,1000,TABLET,-327.0
ACT-SC,2024-02-01,HEALTH CENTER,,1007.0,30,BLISTER,1007.0
ART-SUP,2025-08-01,HEALTH CENTER,,0.0,2,CAPSULE,0.0
QUIN,2025-02-01,HEALTH CENTER,1243.0,4400.0,1000,TABLET,3157.0
ACT-GC,2025-08-01,HEALTH CENTER,,25.0,30,BLISTER,25.0
ART-SUP,2025-08-01,HEALTH CENTER,,0.0,2,CAPSULE,0.0
ACT-GC,2025-08-01,HEALTH CENTER,419.0,3960.0,30,BLISTER,3541.0
ACT-SC,2024-05-01,HEALTH CENTER,,5.0,30,BLISTER,5.0
SP,2024-08-01,HEALTH CENTER,,0.0,1000,TABLET,0.0
ART-SUP,2025-02-01,HEALTH CENTER,613.0,151.0,2,CAPSULE,-462.0
ACT-GC,2024-02-01,HEALTH CENTER,,0.0,30,BLISTER,0.0
PYRA-SAC,2025-08-01,HEALTH CENTER,,610.0,1,SACHET,610.0
PYRA-SAC,2024-05-01,HEALTH CENTER,,192.0,1,SACHET,192.0
ACT-SC,2025-11-01,HEALTH CENTER,,660.0,30,BLISTER,660.0
SP,2025-05-01,HEALTH CENTER,,29.0,1000,TABLET,29.0
ACT-GC,2025-11-01,HEALTH CENTER,,0.0,30,BLISTER,0.0
ACT-SC,2024-11-01,HEALTH CENTER,663.0,55.0,30,BLISTER,-608.0
ACT-AD,2024-08-01,HEALTH CENTER,,1633.0,30,BLISTER,1633.0
ART-INJ,2025-05-01,HEALTH CENTER,1107.0,158.0,5,VIAL,-949.0
QUIN,2024-05-01,REGIONAL HOSPITAL,,0.0,1000,TABLET,0.0
PYRA-SAC,2025-05-01,HEALTH CENTER,640.0,1.0,1,SACHET,-639.0
ITN,2024-08-01,HEALTH CENTER,,0.0,50,PIECE,0.0
SP,2024-11-01,DISTRICT HOSPITAL,,17.0,1000,TABLET,17.0
ART-INJ,2024-08-01,HEALTH CENTER,394.0,0.0,5,VIAL,-394.0
SP,2025-08-01,HEALTH CENTER,,0.0,1000,TABLET,0.0
ART-SUP,2024-05-01,HEALTH CENTER,,358.0,2,CAPSULE,358.0
ACT-SC,2024-08-01,HEALTH CENTER,2570.0,7726.0,30,BLISTER,5156.0
ACT-SC,2025-11-01,HEALTH CENTER,700.0,0.0,30,BLISTER,-700.0
ACT-AD,2025-08-01,HEALTH CENTER,,4.0,30,BLISTER,4.0
PYRA-SAC,2025-02-01,DISTRICT HOSPITAL,335.0,3189.0,1,SACHET,2854.0
ITN,2025-05-01,HEALTH CENTER,,1172.0,50,PIECE,1172.0
ART-SUP,2024-08-01,HEALTH CENTER,895.0,21.0,2,CAPSULE,-874.0
PYRA-SAC,2024-11-01,HEALTH CENTER,223.0,113.0,1,SACHET,-110.0
QUIN,2025-11-01,DISTRICT HOSPITAL,,1.0,1000,TABLET,1.0
ART-INJ,2024-08-01,HEALTH CENTER,239.0,99.0,5,VIAL,-140.0
ACT-GC,2024-05-01,HEALTH CENTER,,85.0,30,BLISTER,85.0
ACT-SC,2025-02-01,HEALTH CENTER,442.0,0.0,30,BLISTER,-442.0
PYRA-COMP,2024-08-01,HEALTH CENTER,,1.0,1,TABLET,1.0
QUIN,2024-08-01,HEALTH CENTER,709.0,49.0,1000,TABLET,-660.0
QUIN,2024-08-01,HEALTH CENTER,,0.0,1000,TABLET,0.0
SP,2025-02-01,HEALTH CENTER,,39.0,1000,TABLET,39.0
ACT-AD,2025-11-01,HEALTH CENTER,,5535.0,30,BLISTER,5535.0
ART-SUP,2025-05-01,HEALTH CENTER,2071.0,2363.0,2,CAPSULE,292.0
ART-SUP,2024-08-01,HEALTH CENTER,,0.0,2,CAPSULE,0.0
ACT-INF,2024-05-01,DISTRICT HOSPITAL,,167.0,30,BLISTER,167.0
PYRA-SAC,2025-08-01,HEALTH CENTER,459.0,0.0,1,SACHET,-459.0
ITN,2025-02-01,HEALTH CENTER,,0.0,50,PIECE,0.0
SP,2024-08-01,HEALTH CENTER,,162.0,1000,TABLET,162.0
ITN,2025-11-01,HEALTH CENTER,,269.0,50,PIECE,269.0
QUIN,2024-11-01,HEALTH CENTER,,0.0,1000,TABLET,0.0
ACT-INF,2024-08-01,HEALTH CENTER,,587.0,30,BLISTER,587.0
ART-SUP,2024-11-01,HEALTH CENTER,,0.0,2,CAPSULE,0.0
ACT-INF,2025-02-01,HEALTH CENTER,446.0,312.0,30,BLISTER,-134.0
ACT-SC,2025-11-01,HEALTH CENTER,,7.0,30,BLISTER,7.0
PYRA-SAC,2025-11-01,HEALTH CENTER,,768.0,1,SACHET,768.0
PYRA-COMP,2025-05-01,HEALTH CENTER,,2098.0,1,TABLET,2098.0
ACT-SC,2025-11-01,NATIONAL HOSPITAL,,4233.0,30,BLISTER,4233.0
SP,2025-11-01,HEALTH CENTER,,3.0,1000,TABLET,3.0
SP,2025-02-01,HEALTH CENTER,,7.0,1000,TABLET,7.0
QUIN,2025-02-01,HEALTH CENTER,,4.0,1000,TABLET,4.0
ART-INJ,2025-08-01,HEALTH CENTER,,116.0,5,VIAL,116.0
ART-SUP,2024-08-01,HEALTH CENTER,,3676.0,2,CAPSULE,3676.0
QUIN,2024-11-01,HEALTH CENTER,,4.0,1000,TABLET,4.0
ITN,2025-02-01,HEALTH CENTER,,39.0,50,PIECE,39.0
PYRA-COMP,2025-05-01,HEALTH CENTER,237.0,27.0,1,TABLET,-210.0
ACT-AD,2024-08-01,HEALTH CENTER,,25.0,30,BLISTER,25.0
ART-INJ,2025-11-01,HEALTH CENTER,1016.0,1283.0,5,VIAL,267.0
ITN,2025-11-01,HEALTH CENTER,,37.0,50,PIECE,37.0
SP,2024-08-01,HEALTH CENTER,577.0,0.0,1000,TABLET,-577.0
RDT,2024-08-01,HEALTH CENTER,,19.0,25,PIECE,19.0
PYRA-COMP,2024-08-01,HEALTH CENTER,,319.0,1,TABLET,319.0
PYRA-SAC,2025-02-01,HEALTH CENTER,,805.0,1,SACHET,805.0
ITN,2025-08-01,HEALTH CENTER,,1.0,50,PIECE,1.0
PYRA-COMP,2025-08-01,HEALTH CENTER,1123.0,0.0,1,TABLET,-1123.0
ACT-SC,2024-11-01,HEALTH CENTER,,0.0,30,BLISTER,0.0
ART-SUP,2025-08-01,HEALTH CENTER,,197.0,2,CAPSULE,197.0
ACT-GC,2024-05-01,HEALTH CENTER,,3772.0,30,BLISTER,3772.0
ACT-INF,2024-11-01,HEALTH CENTER,,0.0,30,BLISTER,0.0
RDT,2024-05-01,HEALTH CENTER,330.0,0.0,25,PIECE,-330.0
ART-INJ,2025-11-01,HEALTH CENTER,1191.0,5609.0,5,VIAL,4418.0
ART-SUP,2024-02-01,HEALTH CENTER,1298.0,433.0,2,CAPSULE,-865.0
ITN,2025-08-01,HEALTH CENTER,962.0,3559.0,50,PIECE,2597.0
ACT-GC,2025-08-01,HEALTH CENTER,25.0,27.0,30,BLISTER,2.0
RDT,2024-08-01,HEALTH CENTER,,138.0,25,PIECE,138.0
ART-SUP,2024-08-01,HEALTH CENTER,,1115.0,2,CAPSULE,1115.0
SP,2025-11-01,HEALTH CENTER,,1.0,1000,TABLET,1.0
ART-SUP,2025-05-01,HEALTH CENTER,,0.0,2,CAPSULE,0.0
RDT,2024-05-01,HEALTH CENTER,,2.0,25,PIECE,2.0
RDT,2024-11-01,HEALTH CENTER,204.0,305.0,25,PIECE,101.0
ITN,2024-11-01,HEALTH CENTER,,129.0,50,PIECE,129.0
SP,2025-05-01,HEALTH CENTER,,685.0,1000,TABLET,685.0
ACT-GC,2025-02-01,HEALTH CENTER,,50.0,30,BLISTER,50.0
ACT-AD,2025-08-01,HEALTH CENTER,,2.0,30,BLISTER,2.0
RDT,2025-08-01,HEALTH CENTER,,803.0,25,PIECE,803.0
ACT-AD,2025-05-01,HEALTH CENTER,,1865.0,30,BLISTER,1865.0
SP,2024-08-01,HEALTH CENTER,,7660.0,1000,TABLET,7660.0
RDT,2025-02-01,DISTRICT HOSPITAL,,4744.0,25,PIECE,4744.0
ACT-AD,2024-05-01,HEALTH CENTER,,281.0,30,BLISTER,281.0
QUIN,2025-11-01,HEALTH CENTER,,0.0,1000,TABLET,0.0
ACT-INF,2024-11-01,HEALTH CENTER,,0.0,30,BLISTER,0.0
ACT-SC,2025-11-01,DISTRICT HOSPITAL,,2357.0,30,BLISTER,2357.0
PYRA-SAC,2024-02-01,HEALTH CENTER,,0.0,1,SACHET,0.0
ITN,2024-02-01,REGIONAL HOSPITAL,644.0,237.0,50,PIECE,-407.0
SP,2025-08-01,DISTRICT HOSPITAL,,9.0,1000,TABLET,9.0
PYRA-COMP,2024-11-01,HEALTH CENTER,410.0,1180.0,1,TABLET,770.0
PYRA-COMP,2024-05-01,NATIONAL HOSPITAL,,2424.0,1,TABLET,2424.0
ACT-INF,2025-11-01,HEALTH CENTER,,5089.0,30,BLISTER,5089.0
ACT-GC,2024-05-01,HEALTH CENTER,,388.0,30,BLISTER,388.0
PYRA-COMP,2024-08-01,HEALTH CENTER,,730.0,1,TABLET,730.0
ART-INJ,2025-11-01,HEALTH CENTER,236.0,21.0,5,VIAL,-215.0
ACT-SC,2025-02-01,DISTRICT HOSPITAL,871.0,2.0,30,BLISTER,-869.0
ITN,2025-05-01,HEALTH CENTER,,14.0,50,PIECE,14.0
PYRA-COMP,2025-02-01,HEALTH CENTER,823.0,285.0,1,TABLET,-538.0
ART-SUP,2024-05-01,HEALTH CENTER,,200.0,2,CAPSULE,200.0
ART-INJ,2025-11-01,HEALTH CENTER,,173.0,5,VIAL,173.0
ACT-AD,2025-08-01,NATIONAL HOSPITAL,,0.0,30,BLISTER,0.0
QUIN,2025-05-01,HEALTH CENTER,,0.0,1000,TABLET,0.0
ITN,2025-11-01,HEALTH CENTER,,3232.0,50,PIECE,3232.0
PYRA-COMP,2025-02-01,HEALTH CENTER,2013.0,0.0,1,TABLET,-2013.0
ACT-AD,2024-05-01,HEALTH CENTER,1113.0,135.0,30,BLISTER,-978.0
ACT-AD,2025-11-01,HEALTH CENTER,,0.0,30,BLISTER,0.0
ACT-SC,2025-11-01,HEALTH CENTER,,12.0,30,BLISTER,12.0
ITN,2024-05-01,HEALTH CENTER,852.0,0.0,50,PIECE,-852.0
PYRA-SAC,2025-08-01,HEALTH CENTER,,0.0,1,SACHET,0.0
ACT-GC,2025-08-01,DISTRICT HOSPITAL,,0.0,30,BLISTER,0.0
ACT-SC,2025-11-01,HEALTH CENTER,,0.0,30,BLISTER,0.0
ART-INJ,2024-08-01,HEALTH CENTER,,4773.0,5,VIAL,4773.0
ACT-AD,2025-11-01,HEALTH CENTER,1039.0,2946.0,30,BLISTER,1907.0
RDT,2024-11-01,HEALTH CENTER,,6.0,25,PIECE,6.0
ART-SUP,2024-08-01,HEALTH CENTER,733.0,0.0,2,CAPSULE,-733.0
ACT-SC,2025-05-01,HEALTH CENTER,,177.0,30,BLISTER,177.0
ACT-GC,2025-11-01,HEALTH CENTER,,0.0,30,BLISTER,0.0
PYRA-COMP,2024-08-01,HEALTH CENTER,,0.0,1,TABLET,0.0
ACT-GC,2024-02-01,HEALTH CENTER,,46.0,30,BLISTER,46.0
ACT-AD,2025-02-01,HEALTH CENTER,,6843.0,30,BLISTER,6843.0
ACT-INF,2024-11-01,HEALTH CENTER,,5.0,30,BLISTER,5.0
ITN,2025-02-01,HEALTH CENTER,,51.0,50,PIECE,51.0
ART-INJ,2025-02-01,HEALTH CENTER,,3599.0,5,VIAL,3599.0
SP,2025-02-01,HEALTH CENTER,,13.0,1000,TABLET,13.0
PYRA-COMP,2024-02-01,HEALTH CENTER,,979.0,1,TABLET,979.0
ITN,2025-02-01,HEALTH CENTER,,1333.0,50,PIECE,1333.0
ITN,2024-08-01,HEALTH CENTER,,2.0,50,PIECE,2.0
ART-SUP,2025-11-01,HEALTH CENTER,,0.0,2,CAPSULE,0.0
PYRA-COMP,2024-05-01,HEALTH CENTER,,1561.0,1,TABLET,1561.0
ITN,2025-05-01,HEALTH CENTER,,1449.0,50,PIECE,1449.0
QUIN,2024-08-01,HEALTH CENTER,675.0,76.0,1000,TABLET,-599.0
ACT-SC,2025-08-01,HEALTH CENTER,,447.0,30,BLISTER,447.0
PYRA-COMP,2024-05-01,HEALTH CENTER,,0.0,1,TABLET,0.0
SP,2025-08-01,HEALTH CENTER,438.0,0.0,1000,TABLET,-438.0
ACT-INF,2025-02-01,HEALTH CENTER,,0.0,30,BLISTER,0.0
ACT-AD,2024-05-01,HEALTH CENTER,,1063.0,30,BLISTER,1063.0
ART-SUP,2024-05-01,HEALTH CENTER,,0.0,2,CAPSULE,0.0
QUIN,2025-08-01,HEALTH CENTER,711.0,1487.0,1000,TABLET,776.0
RDT,2025-02-01,HEALTH CENTER,191.0,28.0,25,PIECE,-163.0
RDT,2025-05-01,HEALTH CENTER,,0.0,25,PIECE,0.0
ACT-INF,2024-11-01,HEALTH CENTER,,647.0,30,BLISTER,647.0
ACT-GC,2024-11-01,HEALTH CENTER,,429.0,30,BLISTER,429.0
ACT-SC,2025-02-01,HEALTH CENTER,1007.0,0.0,30,BLISTER,-1007.0
SP,2024-05-01,HEALTH CENTER,487.0,1.0,1000,TABLET,-486.0
PYRA-SAC,2024-02-01,HEALTH CENTER,424.0,1.0,1,SACHET,-423.0
ACT-GC,2025-08-01,HEALTH CENTER,,0.0,30,BLISTER,0.0
ACT-INF,2025-08-01,HEALTH CENTER,243.0,17.0,30,BLISTER,-226.0
QUIN,2024-05-01,HEALTH CENTER,,38.0,1000,TABLET,38.0
PYRA-SAC,2024-02-01,HEALTH CENTER,,236.0,1,SACHET,236.0
ITN,2025-11-01,HEALTH CENTER,1003.0,126.0,50,PIECE,-877.0
ACT-INF,2025-02-01,HEALTH CENTER,,3845.0,30,BLISTER,3845.0
ART-INJ,2024-05-01,HEALTH CENTER,,16.0,5,VIAL,16.0
ACT-GC,2025-02-01,HEALTH CENTER,,2954.0,30,BLISTER,2954.0
ACT-SC,2025-02-01,HEALTH CENTER,,137.0,30,BLISTER,137.0
ITN,2024-11-01,HEALTH CENTER,,0.0,50,PIECE,0.0
RDT,2024-11-01,HEALTH CENTER,,13.0,25,PIECE,13.0
ACT-SC,2024-11-01,HEALTH CENTER,1168.0,56.0,30,BLISTER,-1112.0
ACT-GC,2025-05-01,HEALTH CENTER,529.0,124.0,30,BLISTER,-405.0
ACT-GC,2024-08-01,HEALTH CENTER,,0.0,30,BLISTER,0.0
ART-SUP,2025-02-01,HEALTH CENTER,245.0,313.0,2,CAPSULE,68.0
QUIN,2025-05-01,HEALTH CENTER,,936.0,1000,TABLET,936.0
SP,2024-05-01,HEALTH CENTER,,226.0,1000,TABLET,226.0
ACT-SC,2025-05-01,HEALTH CENTER,,69.0,30,BLISTER,69.0
ART-SUP,2024-08-01,REGIONAL HOSPITAL,,0.0,2,CAPSULE,0.0
ACT-GC,2024-08-01,HEALTH CENTER,,1110.0,30,BLISTER,1110.0
PYRA-COMP,2024-11-01,HEALTH CENTER,,6.0,1,TABLET,6.0
QUIN,2024-08-01,HEALTH CENTER,,22.0,1000,TABLET,22.0
QUIN,2024-02-01,HEALTH CENTER,,1.0,1000,TABLET,1.0
ART-INJ,2025-05-01,HEALTH CENTER,,75.0,5,VIAL,75.0
ART-INJ,2025-11-01,HEALTH CENTER,,1071.0,5,VIAL,1071.0
ART-INJ,2024-02-01,HEALTH CENTER,,3.0,5,VIAL,3.0
SP,2025-02-01,HEALTH CENTER,774.0,3524.0,1000,TABLET,2750.0
PYRA-COMP,2024-05-01,HEALTH CENTER,,1.0,1,TABLET,1.0
QUIN,2024-08-01,HEALTH CENTER,,0.0,1000,TABLET,0.0
PYRA-COMP,2024-02-01,HEALTH CENTER,1230.0,4769.0,1,TABLET,3539.0
ACT-GC,2025-11-01,DISTRICT HOSPITAL,,1570.0,30,BLISTER,1570.0
RDT,2025-08-01,HEALTH CENTER,,46.0,25,PIECE,46.0
RDT,2024-02-01,HEALTH CENTER,,2161.0,25,PIECE,2161.0
ITN,2025-11-01,HEALTH CENTER,,40.0,50,PIECE,40.0
ART-SUP,2024-08-01,HEALTH CENTER,177.0,179.0,2,CAPSULE,2.0
ART-SUP,2024-08-01,HEALTH CENTER,1314.0,1013.0,2,CAPSULE,-301.0
PYRA-SAC,2025-02-01,HEALTH CENTER,,0.0,1,SACHET,0.0
ART-SUP,2024-02-01,HEALTH CENTER,437.0,712.0,2,CAPSULE,275.0
QUIN,2024-11-01,HEALTH CENTER,,2439.0,1000,TABLET,2439.0
RDT,2025-02-01,HEALTH CENTER,,0.0,25,PIECE,0.0
SP,2024-11-01,HEALTH CENTER,1035.0,17.0,1000,TABLET,-1018.0
ACT-SC,2025-08-01,HEALTH CENTER,,82.0,30,BLISTER,82.0
ART-SUP,2024-11-01,HEALTH CENTER,,0.0,2,CAPSULE,0.0
ART-SUP,2024-11-01,HEALTH CENTER,1000.0,1020.0,2,CAPSULE,20.0
ACT-GC,2024-02-01,HEALTH CENTER,,35.0,30,BLISTER,35.0
ART-SUP,2024-02-01,HEALTH CENTER,858.0,1607.0,2,CAPSULE,749.0
