,beginning_balance,quantity_received,quantity_dispensed,total_losses_and_adjustments,stock_in_hand,months_of_stock,amc,product_group_ART,product_group_DIAG,product_group_PREV,product_group_PYRA,product_group_SP,facility_type_HOSPITAL,reporting_month_February,reporting_month_May,reporting_month_November,zone_type_URBAN,High_Transmission_Preparation_YES,stock_status_Critical,stock_status_Low,stock_status_Overstock,stock_status_Stockout
2458,6342.0,0.0,712.0,-165,2804.0,13.3,211.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
3506,65.0,1.0,11.0,451,74.0,3.9,19.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
7997,818.0,4.0,187.0,-295,572.0,9.5,60.0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0
2150,239.0,5542.0,251.0,-91,880.0,9.3,95.0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4844,30.0,444.0,43.0,292,116.0,58.0,2.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
7477,91.0,12.0,26.0,310,419.0,59.9,7.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1936,7263.0,4217.0,2079.0,227,15105.0,5.6,2694.0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
6109,3289.0,5.0,476.0,-34,2230.0,4.7,470.0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
7361,1200.0,0.0,150.0,982,42.0,0.8,52.0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0
2909,1436.0,6.0,160.0,-82,2017.0,8.0,253.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
5260,719.0,188.0,96.0,560,446.0,111.5,4.0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0
4048,113.0,304.0,123.0,470,983.0,46.8,21.0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1228,2078.0,3006.0,396.0,-678,3197.0,4.8,673.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
971,490.0,62.0,1050.0,228,380.0,0.5,811.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
7681,1027.0,556.0,58.0,462,690.0,12.8,54.0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
4480,62.0,1.0,8.0,9,32.0,10.7,3.0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
1611,796.0,754.0,713.0,-154,3604.0,6.4,561.0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
4016,1960.0,0.0,158.0,555,913.0,5.3,173.0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
4266,3.0,355.0,4.0,298,46.0,15.3,3.0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0
5835,404.0,0.0,366.0,-165,675.0,2.4,281.0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0
4159,366.0,35.0,46.0,157,69.0,17.2,4.0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0
2426,672.0,0.0,691.0,-235,415.0,0.6,709.0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0
152,463.0,7.0,16.0,-364,142.0,6.8,21.0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3028,1742.0,86.0,55.0,211,801.0,160.2,5.0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
3370,1455.0,982.0,668.0,-523,3648.0,4.2,871.0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0
1798,1375.0,2.0,89.0,121,2427.0,33.7,72.0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0
6471,83.0,5.0,17.0,657,124.0,124.0,1.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
4675,1838.0,97.0,811.0,240,2149.0,2.8,778.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
710,930.0,66.0,144.0,-172,1179.0,11.0,107.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
6590,286.0,145.0,80.0,277,284.0,1.4,203.0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
1095,1464.0,0.0,202.0,227,613.0,17.0,36.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
978,729.0,21.0,416.0,-8,1106.0,4.7,236.0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
8518,704.0,93.0,240.0,121,251.0,0.7,374.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
5613,8.0,404.0,183.0,-594,121.0,2.7,45.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
91,162.0,0.0,32.0,180,230.0,2.4,94.0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0
3741,635.0,5.0,373.0,689,134.0,1.4,96.0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0
3158,1722.0,0.0,23.0,104,2730.0,303.3,9.0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0
3600,317.0,698.0,159.0,-58,667.0,4.7,142.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2580,1692.0,52.0,335.0,-97,1311.0,6.2,211.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
300,314.0,1384.0,75.0,292,1462.0,4.9,300.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
493,1067.0,876.0,260.0,343,1342.0,6.7,200.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
7062,106.0,51.0,7.0,-245,220.0,220.0,1.0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1341,302.0,4.0,37.0,-510,192.0,4.8,40.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
6497,130.0,26.0,43.0,117,157.0,4.5,35.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5828,1303.0,4.0,1058.0,535,3462.0,1.9,1783.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
4679,82.0,39.0,233.0,-286,522.0,2.2,232.0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
2368,337.0,486.0,210.0,-520,377.0,23.6,16.0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
1029,448.0,123.0,256.0,279,361.0,0.9,408.0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
7232,993.0,250.0,541.0,-633,2098.0,6.1,346.0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
7124,1786.0,316.0,466.0,446,1454.0,2.4,618.0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0
963,1616.0,0.0,42.0,-376,584.0,14.2,41.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
1442,4712.0,1.0,478.0,-147,3029.0,8.4,362.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
7811,2424.0,452.0,661.0,144,3679.0,11.2,329.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
7610,34.0,31.0,108.0,355,93.0,1.4,67.0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
7865,1123.0,10.0,212.0,432,969.0,7.4,131.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
862,1775.0,172.0,686.0,-73,2418.0,5.8,419.0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0
2842,262.0,1877.0,98.0,242,955.0,10.4,92.0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0
7713,358.0,5.0,8.0,991,456.0,456.0,1.0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
3309,55.0,1093.0,26.0,82,283.0,25.7,11.0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0
2423,315.0,0.0,304.0,322,270.0,2.8,98.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
3008,40.0,1.0,48.0,145,30.0,0.9,34.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
5471,216.0,0.0,219.0,1136,310.0,1.2,267.0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
8726,4412.0,0.0,462.0,-376,1999.0,9.8,205.0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0
4503,281.0,0.0,110.0,-292,246.0,5.0,49.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3154,629.0,1.0,307.0,-246,1057.0,4.3,246.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3106,129.0,233.0,21.0,26,176.0,13.5,13.0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0
1149,1271.0,0.0,134.0,280,407.0,8.7,47.0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
318,25.0,4.0,11.0,-120,37.0,5.3,7.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
7137,1314.0,121.0,317.0,-158,1220.0,2.4,517.0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0
6262,2085.0,0.0,35.0,-1351,623.0,36.6,17.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
6878,86.0,0.0,33.0,-370,236.0,59.0,4.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
7387,710.0,575.0,420.0,289,1810.0,8.0,225.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4307,555.0,286.0,138.0,20,860.0,15.9,54.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
6181,366.0,171.0,261.0,-7,437.0,1.3,333.0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
3693,796.0,66.0,238.0,-192,2119.0,34.7,61.0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
1771,117.0,1252.0,277.0,139,1126.0,3.9,292.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4358,4347.0,0.0,181.0,-547,1552.0,32.3,48.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
6437,618.0,0.0,36.0,-298,46.0,3.5,13.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
7194,24.0,41.0,109.0,9,665.0,5.4,124.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1495,154.0,0.0,28.0,-112,85.0,5.7,15.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
97,3087.0,21.0,412.0,348,1786.0,7.0,254.0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
6603,1046.0,0.0,182.0,36,226.0,2.5,91.0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0
7765,2895.0,11.0,437.0,-247,1364.0,6.5,211.0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
6559,1010.0,23.0,452.0,196,336.0,1.0,344.0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
7289,4079.0,219.0,1037.0,-676,2993.0,1.8,1628.0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
2579,171.0,0.0,11.0,112,143.0,71.5,2.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
5967,1787.0,1.0,120.0,206,563.0,5.2,109.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
1621,651.0,59.0,300.0,-477,944.0,3.7,253.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
4488,413.0,0.0,68.0,37,181.0,1.6,116.0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
7458,713.0,206.0,345.0,228,811.0,5.7,142.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
8252,1583.0,0.0,28.0,-304,451.0,4.7,96.0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
3482,1028.0,79.0,584.0,-513,1308.0,7.8,168.0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0
989,3.0,0.0,15.0,-309,3.0,0.6,5.0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
482,1275.0,103.0,218.0,-255,1583.0,7.1,222.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0
3137,7431.0,330.0,1596.0,11,2446.0,1.5,1587.0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0
8219,1118.0,19.0,427.0,-115,491.0,0.7,719.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
5544,74.0,38.0,152.0,247,242.0,10.1,24.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
6333,560.0,203.0,65.0,-32,1090.0,60.6,18.0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
1308,2459.0,38.0,253.0,-784,1866.0,6.8,275.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
8732,283.0,0.0,32.0,-454,164.0,82.0,2.0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
4801,574.0,0.0,156.0,58,536.0,18.5,29.0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0
7248,337.0,1037.0,538.0,-434,1254.0,2.8,456.0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
3769,4090.0,1552.0,787.0,-76,3946.0,10.5,376.0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0
5646,663.0,161.0,418.0,-83,951.0,1.4,688.0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
8662,653.0,2.0,32.0,556,88.0,0.4,211.0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0
6414,32.0,7.0,6.0,-31,12.0,4.0,3.0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
352,719.0,1147.0,266.0,435,2118.0,17.9,118.0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
7378,2405.0,17.0,878.0,-497,2844.0,4.3,658.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4915,883.0,0.0,346.0,540,1260.0,20.0,63.0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
8681,2189.0,667.0,418.0,-60,1695.0,30.3,56.0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
5863,600.0,135.0,262.0,154,424.0,1.7,249.0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
405,147.0,41.0,86.0,-376,261.0,7.7,34.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
3649,62.0,2.0,62.0,-44,59.0,3.5,17.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
452,197.0,3.0,103.0,-588,201.0,2.1,98.0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0
6,796.0,418.0,244.0,598,453.0,20.6,22.0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
2245,659.0,53.0,467.0,10,734.0,2.5,295.0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
2242,425.0,5.0,38.0,-547,837.0,6.4,130.0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
3190,2296.0,31.0,795.0,232,3307.0,6.5,505.0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
604,346.0,0.0,258.0,-431,419.0,1.9,216.0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
2983,3443.0,43.0,799.0,-384,1583.0,1.2,1328.0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
3164,634.0,569.0,213.0,1160,1244.0,4.4,284.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
5354,2064.0,1511.0,584.0,446,4571.0,5.4,844.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
4932,150.0,160.0,124.0,-523,830.0,14.6,57.0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3151,2782.0,133.0,1216.0,-79,985.0,1.4,719.0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0
7129,854.0,90.0,123.0,285,3244.0,51.5,63.0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0
4911,941.0,949.0,124.0,257,1691.0,5.8,290.0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
4835,180.0,14.0,4.0,-146,109.0,54.5,2.0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
8200,58.0,0.0,22.0,-940,54.0,54.0,1.0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0
7493,774.0,14.0,300.0,761,1294.0,6.4,201.0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
1679,202.0,1563.0,38.0,427,961.0,120.1,8.0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
4,2243.0,0.0,535.0,420,2167.0,3.7,583.0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
2950,5423.0,632.0,1117.0,-197,8698.0,4.9,1779.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2870,605.0,74.0,835.0,1435,1452.0,1.9,753.0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
319,578.0,557.0,211.0,803,2048.0,102.4,20.0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0
12,211.0,0.0,17.0,-745,173.0,4.8,36.0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0
2143,2450.0,114.0,406.0,-237,2124.0,13.5,157.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
8233,366.0,0.0,74.0,883,114.0,4.4,26.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1475,190.0,56.0,378.0,288,322.0,0.4,892.0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0
2133,16.0,0.0,8.0,530,13.0,13.0,1.0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0
4951,1134.0,138.0,73.0,144,1065.0,59.2,18.0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0
5172,23.0,10.0,109.0,-234,28.0,1.4,20.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2566,13.0,0.0,1.0,209,12.0,6.0,2.0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
1123,1289.0,1.0,40.0,429,669.0,16.3,41.0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
8404,1145.0,2.0,111.0,-384,1467.0,41.9,35.0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
346,1636.0,4.0,83.0,-209,755.0,30.2,25.0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0
4814,1241.0,1.0,96.0,178,392.0,6.9,57.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
4733,1584.0,591.0,71.0,-336,980.0,12.7,77.0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
1972,86.0,1.0,23.0,-206,49.0,3.3,15.0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
168,1125.0,125.0,726.0,151,664.0,2.1,318.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
475,1618.0,10.0,542.0,-33,714.0,1.1,678.0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
5154,1106.0,1.0,519.0,401,209.0,0.8,249.0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
6156,292.0,682.0,13.0,-319,1027.0,146.7,7.0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0
8018,1505.0,0.0,182.0,-475,651.0,9.4,69.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
7488,4060.0,0.0,719.0,2,2720.0,3.2,848.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
522,463.0,652.0,74.0,-269,163.0,3.4,48.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
3066,2063.0,107.0,268.0,415,1965.0,5.9,335.0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
4516,356.0,73.0,66.0,-355,856.0,5.8,148.0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
6909,239.0,11.0,27.0,13,171.0,4.3,40.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2073,5876.0,132.0,1676.0,553,4330.0,1.8,2361.0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
4544,1793.0,0.0,63.0,191,1483.0,98.9,15.0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
8113,2533.0,229.0,824.0,365,3090.0,9.2,337.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
4095,1131.0,14.0,413.0,149,158.0,0.4,445.0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0
1080,1154.0,0.0,111.0,-276,430.0,7.3,59.0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
8065,1305.0,2.0,289.0,114,1916.0,9.6,199.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
3785,401.0,345.0,572.0,-179,1107.0,2.8,395.0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
4178,985.0,0.0,123.0,-92,58.0,0.6,103.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
7620,360.0,16.0,128.0,-351,188.0,1.4,131.0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
2650,1493.0,5.0,256.0,-435,927.0,5.9,158.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
2196,1442.0,171.0,398.0,773,2384.0,15.1,158.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
7834,161.0,94.0,35.0,-530,513.0,171.0,3.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1868,4255.0,6.0,384.0,490,2609.0,5.0,525.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
4473,1987.0,41.0,702.0,-181,1626.0,5.5,293.0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0
3577,2524.0,1822.0,489.0,24,2054.0,18.2,113.0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0
1281,360.0,623.0,206.0,-481,313.0,3.6,86.0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
1912,322.0,54.0,15.0,-952,157.0,3.9,40.0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
6067,965.0,1949.0,584.0,-402,2062.0,13.2,156.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
859,760.0,0.0,12.0,-1029,314.0,314.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1554,1620.0,413.0,169.0,4,3277.0,7.0,468.0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0
8470,7590.0,1924.0,2607.0,557,8039.0,5.7,1407.0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
3442,289.0,10.0,34.0,-388,215.0,10.2,21.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
3929,50.0,5.0,56.0,561,45.0,1.4,33.0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
5937,1794.0,0.0,154.0,322,1263.0,18.9,67.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
4862,212.0,3.0,81.0,-382,419.0,19.0,22.0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
5027,142.0,62.0,74.0,1088,453.0,10.1,45.0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
676,896.0,114.0,307.0,-36,674.0,2.8,240.0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0
8630,3256.0,13.0,852.0,-287,2997.0,7.1,420.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
5012,8616.0,0.0,1087.0,173,7677.0,9.5,812.0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
5170,324.0,4.0,49.0,-101,25.0,2.5,10.0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
5152,11948.0,18.0,2023.0,-291,7450.0,4.4,1696.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8571,357.0,0.0,220.0,-273,3584.0,15.0,239.0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0
3373,1187.0,108.0,558.0,-851,1169.0,5.1,227.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
5558,3863.0,223.0,734.0,-365,3433.0,3.9,880.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8730,1890.0,0.0,263.0,10,847.0,2.9,293.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2545,386.0,0.0,157.0,360,1033.0,4.5,230.0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
7200,2520.0,990.0,507.0,384,4365.0,15.5,281.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
3667,204.0,0.0,105.0,285,47.0,0.5,87.0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
3216,480.0,222.0,96.0,-375,306.0,6.5,47.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
6246,113.0,24.0,78.0,32,438.0,27.4,16.0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
4829,197.0,252.0,58.0,206,211.0,42.2,5.0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
1955,366.0,3.0,17.0,-504,49.0,1.4,34.0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
7157,76.0,7.0,64.0,400,197.0,28.1,7.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
806,2650.0,0.0,244.0,-137,493.0,3.4,147.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1212,40.0,90.0,19.0,-91,152.0,152.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
4755,1979.0,0.0,523.0,-192,926.0,2.5,377.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2834,1327.0,3.0,619.0,74,2003.0,5.8,346.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2453,2163.0,550.0,476.0,333,2906.0,6.6,442.0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
6618,3319.0,136.0,325.0,198,3286.0,28.8,114.0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
2104,1348.0,7.0,284.0,-80,987.0,13.0,76.0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0
2531,590.0,0.0,89.0,-703,678.0,32.3,21.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
5729,2805.0,35.0,305.0,-294,774.0,4.6,167.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3968,1904.0,1135.0,642.0,98,4393.0,11.7,374.0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0
5892,852.0,700.0,65.0,92,1815.0,23.6,77.0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0
8311,1004.0,105.0,242.0,-143,969.0,5.0,195.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1050,4290.0,235.0,1293.0,-259,3739.0,1.9,1976.0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0
1486,975.0,144.0,487.0,-673,2196.0,2.8,776.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
185,4005.0,2.0,830.0,-126,2214.0,2.8,780.0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
4299,147.0,0.0,17.0,500,843.0,210.8,4.0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0
7362,33.0,2.0,195.0,472,50.0,0.3,167.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
5773,284.0,239.0,138.0,-333,925.0,13.6,68.0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
7563,128.0,529.0,388.0,623,365.0,0.7,560.0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0
4871,1051.0,67.0,181.0,-479,895.0,179.0,5.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0
7552,708.0,420.0,785.0,83,724.0,0.9,831.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
5827,1712.0,14.0,117.0,-379,293.0,8.4,35.0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
2060,3062.0,127.0,387.0,-302,6462.0,12.7,507.0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0
415,0.0,299.0,10.0,-231,5.0,0.1,40.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
3961,322.0,8.0,390.0,288,565.0,1.9,303.0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0
2787,129.0,0.0,34.0,408,12.0,1.5,8.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
7311,14.0,88.0,5.0,-71,42.0,42.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
