product_primary_name,processing_periods_name,facility_type_name,beginning_balance,quantity_received,quantity_dispensed,stock_in_hand,quantity_requested,quantity_approved,total_losses_and_adjustments,amc,pack_size,zone,dispensing_unit
ACT-INF,2025-07-01,HEALTH CENTER,186.0,0.0,56.0,232.0,,17.0,-993,20.0,30,DISTRICT10,BLISTER
ACT-SC,2024-04-01,HEALTH CENTER,837.0,1.0,43.0,167.0,,0.0,-281,14.0,30,DISTRICT23,BLISTER
SP,2024-12-01,HEALTH CENTER,73.0,14.0,189.0,37.0,654.0,1647.0,323,207.0,1000,DISTRICT1,TABLET
ART-INJ,2025-01-01,HEALTH CENTER,339.0,1099.0,854.0,1062.0,,67.0,-253,1225.0,5,DISTRICT19,VIAL
QUIN,2025-10-01,DISTRICT HOSPITAL,2100.0,48.0,870.0,3290.0,427.0,0.0,-268,344.0,1000,DISTRICT32,TABLET
SP,2025-04-01,HEALTH CENTER,621.0,124.0,567.0,1393.0,1836.0,,77,741.0,1000,DISTRICT3,TABLET
SP,2025-06-01,HEALTH CENTER,220.0,7.0,94.0,250.0,,3.0,-417,32.0,1000,DISTRICT23,TABLET
ART-SUP,2024-05-01,HEALTH CENTER,1692.0,171.0,1287.0,1994.0,,53.0,-235,995.0,2,DISTRICT29,CAPSULE
ART-INJ,2025-03-01,HEALTH CENTER,1071.0,6.0,218.0,839.0,,,-791,289.0,5,DISTRICT35,VIAL
ACT-INF,2024-12-01,HEALTH CENTER,1500.0,0.0,70.0,96.0,,,-368,9.0,30,DISTRICT13,BLISTER
ACT-INF,2025-01-01,HEALTH CENTER,738.0,99.0,442.0,222.0,,0.0,-711,204.0,30,DISTRICT29,BLISTER
ITN,2025-04-01,HEALTH CENTER,304.0,0.0,50.0,9.0,,,-87,72.0,50,DISTRICT29,PIECE
ART-INJ,2024-03-01,HEALTH CENTER,63.0,36.0,166.0,120.0,,4019.0,712,156.0,5,DISTRICT1,VIAL
RDT,2024-05-01,HEALTH CENTER,3565.0,157.0,491.0,1914.0,,,-377,389.0,25,DISTRICT19,PIECE
SP,2024-09-01,HEALTH CENTER,2006.0,15.0,614.0,2198.0,,9060.0,-401,783.0,1000,DISTRICT20,TABLET
QUIN,2025-01-01,HEALTH CENTER,100.0,0.0,12.0,59.0,,0.0,959,3.0,1000,DISTRICT22,TABLET
ART-INJ,2024-02-01,DISTRICT HOSPITAL,373.0,0.0,9.0,172.0,,0.0,109,0.0,5,DISTRICT16,VIAL
PYRA-COMP,2023-12-01,HEALTH CENTER,209.0,0.0,52.0,506.0,,145.0,441,30.0,1,DISTRICT31,TABLET
ACT-SC,2024-10-01,HEALTH CENTER,941.0,17.0,45.0,1009.0,,,-633,28.0,30,DISTRICT2,BLISTER
ACT-INF,2025-03-01,HEALTH CENTER,601.0,5.0,154.0,310.0,740.0,3.0,-343,67.0,30,DISTRICT3,BLISTER
ITN,2023-12-01,HEALTH CENTER,1282.0,0.0,240.0,2260.0,,5.0,-15,255.0,50,DISTRICT38,PIECE
ACT-AD,2025-05-01,HEALTH CENTER,723.0,0.0,105.0,291.0,,152.0,184,83.0,30,DISTRICT26,BLISTER
RDT,2024-09-01,HEALTH CENTER,372.0,27.0,78.0,428.0,,0.0,-1111,3.0,25,DISTRICT9,PIECE
ACT-GC,2025-07-01,HEALTH CENTER,893.0,318.0,94.0,1374.0,1031.0,66.0,301,89.0,30,DISTRICT24,BLISTER
ACT-INF,2025-05-01,HEALTH CENTER,1934.0,1.0,179.0,2216.0,,295.0,351,102.0,30,DISTRICT23,BLISTER
ITN,2024-10-01,HEALTH CENTER,5949.0,23.0,1195.0,4406.0,,731.0,-375,1019.0,50,DISTRICT5,PIECE
ACT-GC,2024-01-01,HEALTH CENTER,142.0,0.0,41.0,6.0,,,-117,45.0,30,DISTRICT16,BLISTER
ACT-SC,2025-03-01,HEALTH CENTER,1698.0,3.0,747.0,2560.0,,,739,511.0,30,DISTRICT13,BLISTER
ACT-GC,2025-03-01,HEALTH CENTER,833.0,435.0,90.0,416.0,783.0,2.0,-717,138.0,30,DISTRICT6,BLISTER
ACT-GC,2025-01-01,HEALTH CENTER,1160.0,1.0,1009.0,2214.0,266.0,46.0,13,979.0,30,DISTRICT25,BLISTER
ITN,2025-09-01,REGIONAL HOSPITAL,1042.0,6.0,234.0,382.0,,,-629,102.0,50,DISTRICT32,PIECE
PYRA-COMP,2025-03-01,HEALTH CENTER,1514.0,2.0,247.0,1701.0,,4923.0,982,108.0,1,DISTRICT23,TABLET
RDT,2024-04-01,HEALTH CENTER,1026.0,9.0,561.0,297.0,,2036.0,166,535.0,25,DISTRICT33,PIECE
SP,2025-06-01,HEALTH CENTER,46.0,1.0,56.0,83.0,,1.0,-347,35.0,1000,DISTRICT27,TABLET
RDT,2024-11-01,HEALTH CENTER,518.0,34.0,175.0,1089.0,,,-469,133.0,25,DISTRICT22,PIECE
ACT-GC,2025-10-01,HEALTH CENTER,4942.0,744.0,1629.0,3940.0,,1361.0,-183,1083.0,30,DISTRICT4,BLISTER
ACT-AD,2024-10-01,HEALTH CENTER,391.0,263.0,21.0,849.0,,57.0,368,9.0,30,DISTRICT37,BLISTER
ACT-AD,2024-11-01,HEALTH CENTER,2413.0,362.0,255.0,2630.0,,101.0,541,197.0,30,DISTRICT1,BLISTER
ART-INJ,2024-09-01,HEALTH CENTER,529.0,180.0,293.0,223.0,1022.0,2912.0,131,28.0,5,DISTRICT9,VIAL
ACT-SC,2024-06-01,HEALTH CENTER,568.0,1066.0,447.0,442.0,,,-255,343.0,30,DISTRICT32,BLISTER
SP,2025-08-01,HEALTH CENTER,848.0,122.0,141.0,1662.0,,0.0,-687,234.0,1000,DISTRICT19,TABLET
ACT-INF,2024-10-01,HEALTH CENTER,136.0,0.0,36.0,11.0,383.0,0.0,68,1.0,30,DISTRICT15,BLISTER
ACT-INF,2025-02-01,HEALTH CENTER,108.0,23.0,12.0,81.0,,189.0,243,7.0,30,DISTRICT31,BLISTER
PYRA-SAC,2024-02-01,DISTRICT HOSPITAL,1619.0,8.0,440.0,1313.0,,,-499,283.0,1,DISTRICT32,SACHET
ACT-GC,2024-10-01,HEALTH CENTER,284.0,9.0,333.0,396.0,,3.0,479,215.0,30,DISTRICT8,BLISTER
ACT-INF,2024-08-01,HEALTH CENTER,15.0,6.0,106.0,31.0,,1104.0,-169,77.0,30,DISTRICT18,BLISTER
ACT-SC,2025-02-01,HEALTH CENTER,6109.0,4.0,1027.0,5279.0,,8.0,-148,733.0,30,DISTRICT33,BLISTER
ACT-AD,2025-03-01,HEALTH CENTER,0.0,44.0,1.0,2.0,,,117,0.0,30,DISTRICT15,BLISTER
QUIN,2025-04-01,DISTRICT HOSPITAL,303.0,139.0,379.0,266.0,1880.0,,-260,243.0,1000,DISTRICT18,TABLET
ART-SUP,2024-08-01,HEALTH CENTER,52.0,18.0,18.0,62.0,,,-243,4.0,2,DISTRICT21,CAPSULE
ACT-INF,2024-04-01,HEALTH CENTER,248.0,34.0,148.0,1212.0,,,-426,120.0,30,DISTRICT31,BLISTER
RDT,2025-04-01,HEALTH CENTER,5518.0,430.0,777.0,4466.0,,,133,676.0,25,DISTRICT2,PIECE
PYRA-COMP,2024-02-01,DISTRICT HOSPITAL,2557.0,4.0,354.0,1559.0,,755.0,-218,433.0,1,DISTRICT21,TABLET
ACT-SC,2025-01-01,HEALTH CENTER,1327.0,0.0,232.0,541.0,,0.0,782,137.0,30,DISTRICT33,BLISTER
ACT-SC,2024-01-01,HEALTH CENTER,1093.0,73.0,162.0,1708.0,1400.0,2.0,-382,177.0,30,DISTRICT4,BLISTER
RDT,2025-01-01,HEALTH CENTER,1370.0,0.0,189.0,403.0,481.0,964.0,-534,69.0,25,DISTRICT17,PIECE
ACT-AD,2023-12-01,HEALTH CENTER,2357.0,0.0,37.0,1042.0,,,44,12.0,30,DISTRICT11,BLISTER
ITN,2024-02-01,HEALTH CENTER,3156.0,1280.0,643.0,2007.0,741.0,134.0,-41,656.0,50,DISTRICT10,PIECE
ART-INJ,2024-02-01,HEALTH CENTER,1346.0,0.0,134.0,398.0,,1.0,-263,50.0,5,DISTRICT20,VIAL
ACT-SC,2024-01-01,HEALTH CENTER,388.0,0.0,66.0,68.0,,20.0,42,46.0,30,DISTRICT29,BLISTER
QUIN,2024-07-01,HEALTH CENTER,2418.0,0.0,514.0,1723.0,465.0,1713.0,347,110.0,1000,DISTRICT15,TABLET
ART-INJ,2025-08-01,HEALTH CENTER,2674.0,19.0,248.0,716.0,,12.0,847,35.0,5,DISTRICT6,VIAL
RDT,2024-04-01,HEALTH CENTER,160.0,0.0,2.0,40.0,,0.0,379,1.0,25,DISTRICT25,PIECE
ACT-INF,2025-01-01,HEALTH CENTER,7416.0,1.0,534.0,4153.0,366.0,0.0,-332,737.0,30,DISTRICT15,BLISTER
PYRA-COMP,2024-09-01,HEALTH CENTER,1694.0,172.0,687.0,801.0,,1207.0,130,684.0,1,DISTRICT35,TABLET
ART-SUP,2024-06-01,HEALTH CENTER,6733.0,2.0,1294.0,4245.0,1699.0,12387.0,549,2533.0,2,DISTRICT38,CAPSULE
RDT,2025-07-01,HEALTH CENTER,2096.0,40.0,974.0,2400.0,,570.0,747,809.0,25,DISTRICT26,PIECE
ACT-AD,2024-03-01,HEALTH CENTER,389.0,15.0,64.0,155.0,,0.0,130,6.0,30,DISTRICT15,BLISTER
ACT-AD,2025-01-01,HEALTH CENTER,1363.0,185.0,803.0,2241.0,,1.0,-42,540.0,30,DISTRICT21,BLISTER
PYRA-SAC,2024-09-01,HEALTH CENTER,393.0,0.0,260.0,241.0,,140.0,-179,48.0,1,DISTRICT28,SACHET
ART-SUP,2024-12-01,HEALTH CENTER,1092.0,151.0,386.0,879.0,,350.0,-386,133.0,2,DISTRICT28,CAPSULE
ACT-AD,2025-01-01,HEALTH CENTER,95.0,8.0,116.0,92.0,1638.0,9.0,572,77.0,30,DISTRICT13,BLISTER
PYRA-SAC,2025-08-01,DISTRICT HOSPITAL,1067.0,19.0,45.0,1892.0,,0.0,409,14.0,1,DISTRICT21,SACHET
QUIN,2024-08-01,HEALTH CENTER,1082.0,2.0,437.0,1465.0,,3736.0,434,446.0,1000,DISTRICT19,TABLET
ACT-SC,2025-11-01,HEALTH CENTER,303.0,3.0,106.0,627.0,704.0,,279,93.0,30,DISTRICT15,BLISTER
ACT-AD,2024-03-01,DISTRICT HOSPITAL,1372.0,98.0,249.0,2677.0,,0.0,-24,35.0,30,DISTRICT29,BLISTER
ACT-GC,2024-01-01,HEALTH CENTER,262.0,0.0,36.0,176.0,,0.0,-134,97.0,30,DISTRICT20,BLISTER
ACT-AD,2024-05-01,HEALTH CENTER,42.0,2.0,70.0,522.0,1487.0,970.0,-575,8.0,30,DISTRICT14,BLISTER
RDT,2025-08-01,HEALTH CENTER,2842.0,570.0,522.0,7198.0,,5.0,36,249.0,25,DISTRICT33,PIECE
ACT-AD,2024-04-01,HEALTH CENTER,986.0,14.0,136.0,3630.0,,0.0,107,62.0,30,DISTRICT21,BLISTER
ACT-AD,2024-02-01,HEALTH CENTER,566.0,3.0,69.0,146.0,,0.0,-429,5.0,30,DISTRICT25,BLISTER
ACT-GC,2025-02-01,HEALTH CENTER,158.0,8.0,21.0,338.0,,,-239,21.0,30,DISTRICT25,BLISTER
ART-INJ,2024-06-01,HEALTH CENTER,15508.0,41.0,2827.0,8331.0,,627.0,689,2383.0,5,DISTRICT29,VIAL
ART-SUP,2025-05-01,DISTRICT HOSPITAL,1989.0,551.0,459.0,1234.0,,594.0,-914,413.0,2,DISTRICT25,CAPSULE
ACT-INF,2024-12-01,HEALTH CENTER,1649.0,18.0,385.0,1421.0,,140.0,393,78.0,30,DISTRICT36,BLISTER
ITN,2025-04-01,HEALTH CENTER,211.0,0.0,186.0,111.0,,3.0,449,25.0,50,DISTRICT30,PIECE
ART-INJ,2024-03-01,HEALTH CENTER,535.0,46.0,176.0,672.0,,0.0,-513,121.0,5,DISTRICT23,VIAL
ACT-GC,2025-06-01,HEALTH CENTER,2076.0,194.0,744.0,1527.0,,68.0,-685,362.0,30,DISTRICT6,BLISTER
ACT-INF,2024-06-01,HEALTH CENTER,2628.0,223.0,1628.0,1774.0,,1050.0,-366,1165.0,30,DISTRICT14,BLISTER
ART-SUP,2024-01-01,HEALTH CENTER,1633.0,1.0,640.0,1174.0,,,-836,293.0,2,DISTRICT35,CAPSULE
PYRA-SAC,2024-10-01,HEALTH CENTER,227.0,446.0,53.0,428.0,439.0,,-215,92.0,1,DISTRICT6,SACHET
ACT-GC,2024-08-01,HEALTH CENTER,1712.0,152.0,533.0,2804.0,,7.0,-457,137.0,30,DISTRICT24,BLISTER
SP,2024-08-01,HEALTH CENTER,389.0,36.0,372.0,440.0,,1013.0,-169,472.0,1000,DISTRICT20,TABLET
ITN,2025-03-01,HEALTH CENTER,761.0,12.0,383.0,739.0,,159.0,-431,304.0,50,DISTRICT33,PIECE
RDT,2024-10-01,HEALTH CENTER,805.0,74.0,142.0,835.0,,2979.0,-465,133.0,25,DISTRICT31,PIECE
ART-INJ,2024-09-01,HEALTH CENTER,421.0,829.0,199.0,532.0,,1397.0,112,134.0,5,DISTRICT16,VIAL
ACT-GC,2025-05-01,HEALTH CENTER,5826.0,566.0,886.0,7530.0,,1.0,-84,403.0,30,DISTRICT15,BLISTER
SP,2025-06-01,HEALTH CENTER,2749.0,165.0,527.0,3102.0,,0.0,-279,314.0,1000,DISTRICT4,TABLET
ACT-AD,2024-05-01,HEALTH CENTER,34.0,0.0,9.0,132.0,,0.0,455,1.0,30,DISTRICT20,BLISTER
SP,2025-03-01,HEALTH CENTER,10.0,0.0,77.0,198.0,,16.0,411,5.0,1000,DISTRICT24,TABLET
QUIN,2024-07-01,DISTRICT HOSPITAL,6571.0,14.0,1626.0,1707.0,,8583.0,-269,1361.0,1000,DISTRICT23,TABLET
ART-SUP,2024-03-01,HEALTH CENTER,1537.0,1056.0,226.0,3054.0,541.0,3008.0,-241,652.0,2,DISTRICT13,CAPSULE
SP,2025-04-01,HEALTH CENTER,201.0,4.0,25.0,383.0,,0.0,144,6.0,1000,DISTRICT13,TABLET
SP,2024-07-01,HEALTH CENTER,296.0,1.0,100.0,469.0,584.0,0.0,214,62.0,1000,DISTRICT13,TABLET
PYRA-SAC,2025-04-01,HEALTH CENTER,940.0,1130.0,286.0,2344.0,,2303.0,884,407.0,1,DISTRICT9,SACHET
PYRA-COMP,2024-09-01,HEALTH CENTER,3469.0,91.0,240.0,2117.0,821.0,1.0,364,345.0,1,DISTRICT31,TABLET
QUIN,2024-01-01,HEALTH CENTER,1694.0,1.0,228.0,1196.0,,0.0,-578,85.0,1000,DISTRICT11,TABLET
PYRA-COMP,2024-05-01,HEALTH CENTER,2930.0,6.0,260.0,4234.0,,5.0,288,153.0,1,DISTRICT24,TABLET
ACT-SC,2025-11-01,HEALTH CENTER,3147.0,2.0,181.0,1484.0,,1.0,378,253.0,30,DISTRICT24,BLISTER
ACT-SC,2025-05-01,HEALTH CENTER,47.0,160.0,42.0,179.0,,,274,16.0,30,DISTRICT3,BLISTER
ITN,2025-02-01,HEALTH CENTER,3278.0,15.0,1677.0,4165.0,749.0,268.0,337,2388.0,50,DISTRICT29,PIECE
SP,2025-01-01,HEALTH CENTER,15.0,716.0,30.0,816.0,,0.0,293,18.0,1000,DISTRICT31,TABLET
ACT-AD,2024-02-01,HEALTH CENTER,906.0,0.0,322.0,400.0,,,-216,43.0,30,DISTRICT26,BLISTER
ACT-SC,2024-12-01,HEALTH CENTER,1.0,0.0,0.0,9.0,,0.0,177,1.0,30,DISTRICT22,BLISTER
ACT-GC,2025-07-01,HEALTH CENTER,16.0,430.0,15.0,35.0,,0.0,587,1.0,30,DISTRICT38,BLISTER
ART-INJ,2024-02-01,HEALTH CENTER,1052.0,2.0,390.0,1285.0,,5237.0,154,232.0,5,DISTRICT29,VIAL
ITN,2024-03-01,HEALTH CENTER,24.0,16.0,14.0,229.0,608.0,0.0,-627,0.0,50,DISTRICT36,PIECE
ART-INJ,2024-10-01,HEALTH CENTER,3430.0,126.0,601.0,1810.0,,119.0,138,474.0,5,DISTRICT1,VIAL
QUIN,2024-11-01,DISTRICT HOSPITAL,1434.0,4.0,10.0,161.0,2083.0,0.0,105,0.0,1000,DISTRICT29,TABLET
ITN,2025-02-01,HEALTH CENTER,591.0,276.0,237.0,475.0,,1.0,-526,76.0,50,DISTRICT24,PIECE
ITN,2023-12-01,HEALTH CENTER,105.0,7.0,10.0,4.0,,134.0,236,1.0,50,DISTRICT4,PIECE
SP,2025-03-01,HEALTH CENTER,2890.0,15.0,778.0,3576.0,1340.0,2137.0,108,803.0,1000,DISTRICT14,TABLET
ACT-SC,2025-10-01,HEALTH CENTER,223.0,250.0,359.0,310.0,,10992.0,-179,468.0,30,DISTRICT28,BLISTER
SP,2025-05-01,DISTRICT HOSPITAL,21.0,2.0,7.0,17.0,,14.0,-1203,0.0,1000,DISTRICT13,TABLET
ACT-INF,2025-08-01,HEALTH CENTER,1697.0,260.0,831.0,644.0,,115.0,80,463.0,30,DISTRICT31,BLISTER
ACT-SC,2024-12-01,HEALTH CENTER,536.0,26.0,240.0,388.0,,3117.0,-24,78.0,30,DISTRICT14,BLISTER
RDT,2025-07-01,HEALTH CENTER,172.0,25.0,71.0,369.0,995.0,0.0,-300,74.0,25,DISTRICT16,PIECE
SP,2024-10-01,HEALTH CENTER,116.0,0.0,14.0,28.0,1205.0,,-778,24.0,1000,DISTRICT28,TABLET
QUIN,2025-10-01,REGIONAL HOSPITAL,2481.0,0.0,399.0,2306.0,,111.0,600,303.0,1000,DISTRICT6,TABLET
SP,2024-11-01,HEALTH CENTER,1986.0,413.0,277.0,4479.0,658.0,0.0,-388,167.0,1000,DISTRICT33,TABLET
ART-INJ,2025-09-01,HEALTH CENTER,340.0,495.0,144.0,643.0,,,-1,36.0,5,DISTRICT9,VIAL
SP,2023-12-01,HEALTH CENTER,442.0,17.0,392.0,1515.0,,0.0,546,241.0,1000,DISTRICT22,TABLET
ACT-GC,2025-07-01,HEALTH CENTER,2112.0,2.0,606.0,1960.0,,,-258,820.0,30,DISTRICT31,BLISTER
QUIN,2024-09-01,HEALTH CENTER,2011.0,0.0,122.0,1205.0,,0.0,-325,55.0,1000,DISTRICT37,TABLET
ACT-INF,2024-10-01,HEALTH CENTER,366.0,1.0,114.0,858.0,376.0,,-160,134.0,30,DISTRICT38,BLISTER
PYRA-COMP,2025-03-01,HEALTH CENTER,364.0,115.0,132.0,730.0,491.0,0.0,594,86.0,1,DISTRICT31,TABLET
QUIN,2025-05-01,HEALTH CENTER,1789.0,0.0,163.0,665.0,,,-282,102.0,1000,DISTRICT20,TABLET
ITN,2024-04-01,HEALTH CENTER,723.0,0.0,42.0,165.0,,0.0,-323,0.0,50,DISTRICT28,PIECE
RDT,2024-09-01,HEALTH CENTER,1429.0,749.0,575.0,1823.0,,542.0,569,651.0,25,DISTRICT13,PIECE
RDT,2024-04-01,DISTRICT HOSPITAL,2448.0,120.0,161.0,481.0,,8087.0,-440,554.0,25,DISTRICT29,PIECE
ART-INJ,2025-02-01,HEALTH CENTER,4.0,0.0,5.0,18.0,,234.0,-215,2.0,5,DISTRICT13,VIAL
ART-SUP,2025-05-01,HEALTH CENTER,5455.0,577.0,1459.0,5972.0,,52.0,204,692.0,2,DISTRICT26,CAPSULE
RDT,2025-07-01,HEALTH CENTER,1290.0,0.0,221.0,474.0,243.0,0.0,-339,98.0,25,DISTRICT16,PIECE
PYRA-COMP,2024-02-01,HEALTH CENTER,103.0,0.0,31.0,215.0,228.0,0.0,149,6.0,1,DISTRICT2,TABLET
RDT,2025-11-01,HEALTH CENTER,102.0,0.0,71.0,53.0,,5.0,-93,14.0,25,DISTRICT31,PIECE
SP,2024-08-01,HEALTH CENTER,10.0,0.0,8.0,78.0,,400.0,-59,13.0,1000,DISTRICT5,TABLET
SP,2025-07-01,HEALTH CENTER,1017.0,414.0,333.0,2150.0,,474.0,50,258.0,1000,DISTRICT9,TABLET
QUIN,2024-12-01,HEALTH CENTER,713.0,238.0,948.0,3116.0,,,729,393.0,1000,DISTRICT38,TABLET
ART-INJ,2024-05-01,HEALTH CENTER,1623.0,93.0,174.0,2183.0,,0.0,24,117.0,5,DISTRICT29,VIAL
ACT-GC,2025-07-01,HEALTH CENTER,997.0,823.0,426.0,1438.0,1739.0,,384,225.0,30,DISTRICT3,BLISTER
PYRA-SAC,2024-02-01,HEALTH CENTER,3782.0,190.0,630.0,4488.0,,,570,590.0,1,DISTRICT15,SACHET
ART-INJ,2025-05-01,HEALTH CENTER,481.0,162.0,100.0,294.0,,9.0,-140,13.0,5,DISTRICT29,VIAL
ACT-AD,2024-09-01,HEALTH CENTER,288.0,527.0,291.0,1617.0,,5.0,473,357.0,30,DISTRICT13,BLISTER
ACT-INF,2024-08-01,HEALTH CENTER,3539.0,0.0,969.0,1374.0,337.0,,-113,1068.0,30,DISTRICT23,BLISTER
ITN,2024-11-01,HEALTH CENTER,3363.0,462.0,591.0,3181.0,,462.0,-106,429.0,50,DISTRICT9,PIECE
SP,2024-05-01,HEALTH CENTER,305.0,6.0,10.0,34.0,327.0,,-185,13.0,1000,DISTRICT8,TABLET
ITN,2025-05-01,HEALTH CENTER,1364.0,0.0,380.0,447.0,1167.0,707.0,65,60.0,50,DISTRICT8,PIECE
ITN,2024-09-01,HEALTH CENTER,2257.0,212.0,450.0,1534.0,,3451.0,118,676.0,50,DISTRICT27,PIECE
ACT-AD,2024-03-01,HEALTH CENTER,598.0,248.0,7.0,696.0,,794.0,-287,17.0,30,DISTRICT31,BLISTER
SP,2025-04-01,HEALTH CENTER,1498.0,0.0,322.0,1265.0,,114.0,992,286.0,1000,DISTRICT22,TABLET
ACT-INF,2025-04-01,HEALTH CENTER,2.0,34.0,65.0,315.0,,42.0,1049,80.0,30,DISTRICT2,BLISTER
ART-INJ,2024-10-01,HEALTH CENTER,379.0,0.0,5.0,32.0,86.0,0.0,125,0.0,5,DISTRICT32,VIAL
PYRA-COMP,2025-04-01,HEALTH CENTER,185.0,653.0,100.0,40.0,,0.0,-193,16.0,1,DISTRICT9,TABLET
ACT-AD,2025-01-01,HEALTH CENTER,168.0,629.0,35.0,286.0,,0.0,500,8.0,30,DISTRICT25,BLISTER
ACT-INF,2025-03-01,HEALTH CENTER,158.0,1.0,9.0,357.0,164.0,0.0,231,20.0,30,DISTRICT13,BLISTER
PYRA-COMP,2025-02-01,HEALTH CENTER,1456.0,1412.0,564.0,1803.0,912.0,613.0,180,405.0,1,DISTRICT6,TABLET
SP,2025-09-01,HEALTH CENTER,1477.0,24.0,250.0,1849.0,,0.0,110,328.0,1000,DISTRICT19,TABLET
PYRA-COMP,2025-01-01,HEALTH CENTER,2347.0,34.0,1432.0,4417.0,,,563,753.0,1,DISTRICT4,TABLET
ART-SUP,2025-09-01,HEALTH CENTER,3344.0,278.0,833.0,2421.0,,1280.0,146,962.0,2,DISTRICT25,CAPSULE
ACT-AD,2025-10-01,HEALTH CENTER,516.0,29.0,20.0,166.0,,0.0,-705,12.0,30,DISTRICT23,BLISTER
PYRA-SAC,2024-10-01,HEALTH CENTER,432.0,33.0,164.0,92.0,,180.0,-55,50.0,1,DISTRICT36,SACHET
ART-INJ,2024-05-01,HEALTH CENTER,402.0,76.0,95.0,1971.0,,21.0,62,24.0,5,DISTRICT15,VIAL
ACT-INF,2024-07-01,HEALTH CENTER,49.0,75.0,21.0,166.0,,32.0,-144,18.0,30,DISTRICT3,BLISTER
ACT-SC,2025-06-01,HEALTH CENTER,1549.0,10.0,283.0,2655.0,,0.0,347,41.0,30,DISTRICT3,BLISTER
ACT-GC,2025-03-01,HEALTH CENTER,2080.0,415.0,363.0,1713.0,1549.0,712.0,-71,176.0,30,DISTRICT13,BLISTER
ACT-SC,2025-08-01,HEALTH CENTER,11.0,0.0,1.0,39.0,,14.0,-115,0.0,30,DISTRICT21,BLISTER
ITN,2024-11-01,HEALTH CENTER,188.0,0.0,45.0,186.0,1017.0,0.0,-355,12.0,50,DISTRICT19,PIECE
ART-INJ,2025-06-01,HEALTH CENTER,588.0,19.0,126.0,392.0,,14.0,225,191.0,5,DISTRICT26,VIAL
ART-INJ,2024-11-01,HEALTH CENTER,61.0,1.0,152.0,54.0,,1736.0,262,59.0,5,DISTRICT9,VIAL
QUIN,2025-11-01,HEALTH CENTER,147.0,76.0,69.0,224.0,,0.0,-1082,8.0,1000,DISTRICT35,TABLET
ITN,2025-01-01,HEALTH CENTER,818.0,0.0,345.0,1277.0,,1.0,104,79.0,50,DISTRICT23,PIECE
ACT-AD,2024-04-01,HEALTH CENTER,194.0,6.0,325.0,107.0,,314.0,43,241.0,30,DISTRICT36,BLISTER
RDT,2024-06-01,HEALTH CENTER,983.0,0.0,110.0,627.0,,13.0,-151,67.0,25,DISTRICT13,PIECE
ACT-GC,2024-11-01,HEALTH CENTER,1349.0,3.0,274.0,215.0,,7193.0,436,100.0,30,DISTRICT23,BLISTER
ART-INJ,2025-11-01,HEALTH CENTER,301.0,1618.0,357.0,2376.0,,30.0,467,217.0,5,DISTRICT31,VIAL
ART-SUP,2024-04-01,HEALTH CENTER,5456.0,1.0,988.0,4592.0,,1260.0,487,588.0,2,DISTRICT24,CAPSULE
ACT-AD,2024-06-01,HEALTH CENTER,2948.0,45.0,780.0,1137.0,539.0,3382.0,864,1643.0,30,DISTRICT21,BLISTER
QUIN,2025-05-01,HEALTH CENTER,667.0,234.0,220.0,916.0,,,-91,216.0,1000,DISTRICT4,TABLET
ACT-INF,2024-11-01,HEALTH CENTER,3074.0,0.0,605.0,658.0,,5593.0,953,405.0,30,DISTRICT29,BLISTER
PYRA-COMP,2025-09-01,HEALTH CENTER,268.0,589.0,671.0,594.0,,0.0,461,465.0,1,DISTRICT16,TABLET
ACT-INF,2025-05-01,HEALTH CENTER,503.0,5.0,217.0,53.0,,27.0,-308,306.0,30,DISTRICT21,BLISTER
ACT-AD,2024-05-01,HEALTH CENTER,709.0,13.0,124.0,1208.0,903.0,1316.0,-92,455.0,30,DISTRICT26,BLISTER
RDT,2025-02-01,HEALTH CENTER,2.0,0.0,17.0,3.0,,0.0,-466,1.0,25,DISTRICT23,PIECE
ACT-SC,2025-04-01,HEALTH CENTER,102.0,3.0,30.0,90.0,,,-351,10.0,30,DISTRICT25,BLISTER
RDT,2024-07-01,HEALTH CENTER,159.0,210.0,115.0,1092.0,,0.0,-491,123.0,25,DISTRICT16,PIECE
ITN,2025-09-01,HEALTH CENTER,414.0,268.0,370.0,110.0,1196.0,0.0,411,157.0,50,DISTRICT25,PIECE
PYRA-SAC,2024-05-01,HEALTH CENTER,176.0,66.0,252.0,489.0,,1.0,-241,86.0,1,DISTRICT11,SACHET
PYRA-COMP,2024-07-01,HEALTH CENTER,1640.0,0.0,177.0,502.0,,1847.0,-713,157.0,1,DISTRICT9,TABLET
ACT-INF,2024-02-01,HEALTH CENTER,407.0,0.0,149.0,1192.0,353.0,38.0,1040,278.0,30,DISTRICT13,BLISTER
ACT-SC,2024-08-01,HEALTH CENTER,42.0,115.0,62.0,141.0,,0.0,328,10.0,30,DISTRICT31,BLISTER
SP,2024-12-01,HEALTH CENTER,3239.0,0.0,836.0,2552.0,,0.0,-410,617.0,1000,DISTRICT3,TABLET
RDT,2025-04-01,HEALTH CENTER,1890.0,633.0,392.0,1991.0,77.0,0.0,-547,65.0,25,DISTRICT29,PIECE
PYRA-COMP,2025-10-01,HEALTH CENTER,646.0,299.0,609.0,777.0,420.0,346.0,-473,282.0,1,DISTRICT2,TABLET
QUIN,2024-03-01,HEALTH CENTER,1314.0,85.0,524.0,572.0,1089.0,,-673,600.0,1000,DISTRICT26,TABLET
