,quantity_approved
532,32.0
2925,0.0
3360,0.0
5486,2.0
2254,37.0
6128,0.0
3128,0.0
8452,295.0
6545,10.0
3766,936.0
5108,85.0
8080,40.0
1810,153.0
3416,465.0
7553,0.0
8168,42.0
3331,125.0
242,0.0
8171,0.0
7559,17.0
3126,0.0
1400,1389.0
1513,516.0
1893,10.0
5719,14.0
7640,14.0
3492,25.0
844,490.0
911,1700.0
4649,106.0
8053,0.0
6813,0.0
2890,0.0
4736,931.0
6287,5039.0
4714,212.0
4357,864.0
1961,0.0
786,260.0
2284,2308.0
5058,1293.0
5594,4555.0
2406,50.0
4259,0.0
1176,19.0
3832,70.0
5292,3.0
7014,4294.0
8581,45.0
6406,0.0
4940,379.0
6873,0.0
2023,1.0
1983,222.0
2105,0.0
8154,227.0
3883,0.0
5541,1385.0
609,3071.0
4969,4060.0
4162,0.0
81,175.0
2733,0.0
7990,219.0
3594,4.0
3927,1367.0
2450,4931.0
4368,9769.0
2335,243.0
3688,5.0
8554,2955.0
8439,237.0
5690,1344.0
4918,3.0
6336,38.0
6731,0.0
3361,0.0
6998,0.0
8264,6707.0
3345,16373.0
2980,0.0
225,0.0
5887,3716.0
5519,61.0
3963,1473.0
408,0.0
29,707.0
6047,0.0
776,1035.0
1884,2517.0
8750,344.0
494,8516.0
6175,2549.0
7325,33.0
936,0.0
5312,0.0
8094,5.0
6240,1.0
1612,2247.0
5285,2515.0
6700,1441.0
2578,0.0
7366,4.0
2236,147.0
7693,1531.0
2265,10589.0
2419,0.0
6861,1247.0
584,1.0
7759,20.0
6112,13.0
5196,0.0
4348,1084.0
999,0.0
5500,227.0
5188,0.0
6716,385.0
6599,9.0
4329,110.0
5595,5.0
4992,85.0
6439,52.0
6350,198.0
7368,874.0
5309,4.0
4863,289.0
3507,17934.0
4254,2483.0
5344,5.0
5745,1.0
8697,0.0
1028,240.0
3342,92.0
8075,11.0
1049,10.0
8482,3699.0
6035,0.0
675,0.0
6558,281.0
5763,309.0
8316,0.0
4297,66.0
4573,0.0
947,1404.0
5888,2.0
3523,53.0
1669,8.0
2887,1840.0
2812,12.0
2029,0.0
3242,134.0
3029,0.0
6749,0.0
4595,90.0
8701,0.0
3880,7.0
3352,2.0
3942,1647.0
8584,0.0
7255,2.0
6470,1.0
6980,4562.0
3382,194.0
1254,6.0
6682,4.0
7105,42.0
5245,124.0
3162,80.0
536,60.0
1792,40.0
7396,0.0
2430,0.0
3419,1877.0
5035,90.0
1421,0.0
5454,178.0
4734,208.0
3059,539.0
8228,159.0
7857,0.0
2987,2.0
280,3298.0
5332,149.0
6883,67.0
6913,1169.0
5107,99.0
520,73.0
113,120.0
3603,398.0
8323,0.0
8190,0.0
3238,189.0
6518,549.0
2878,0.0
2666,0.0
4535,306.0
3341,5.0
7170,58.0
653,39.0
3320,1543.0
5721,632.0
623,12.0
3616,910.0
7788,809.0
6187,1979.0
7851,3226.0
1760,485.0
5082,151.0
5774,12.0
1196,9156.0
2651,7058.0
6178,0.0
5187,173.0
6587,116.0
8283,0.0
454,0.0
3964,16.0
8724,847.0
4160,461.0
630,0.0
2955,5141.0
2935,208.0
3346,0.0
6797,2.0
7605,93.0
1088,0.0
6887,0.0
1399,339.0
3236,101.0
5273,17.0
8623,10.0
1663,13.0
3724,2296.0
7119,4.0
5585,58.0
1882,1174.0
7417,2426.0
7274,0.0
7220,13.0
4717,3.0
4508,4138.0
3086,0.0
4034,0.0
1998,35.0
316,0.0
7412,0.0
698,2507.0
1604,105.0
4153,13.0
2901,196.0
4246,24.0
3709,41.0
2278,162.0
8367,8269.0
5516,595.0
43,13294.0
4529,4418.0
1603,956.0
1303,15.0
5138,25.0
6479,1371.0
1726,0.0
8637,23.0
3027,0.0
6349,0.0
6364,438.0
7222,0.0
8414,2413.0
5324,205.0
1672,2084.0
358,44.0
3214,18.0
4440,2059.0
960,3.0
7877,0.0
261,10941.0
6541,0.0
4613,224.0
290,10.0
1785,1218.0
1514,0.0
3760,1591.0
7763,0.0
2367,8.0
2002,21.0
631,7645.0
7910,0.0
1420,0.0
342,6719.0
3090,0.0
805,17.0
8711,2.0
3147,23.0
2041,1487.0
3354,141.0
7815,216.0
6348,1.0
8377,3.0
4773,663.0
3976,0.0
1927,79.0
3991,448.0
8120,124.0
808,75.0
6624,0.0
6711,1214.0
4786,61.0
7567,8.0
8660,826.0
3466,3752.0
1249,397.0
5367,998.0
5299,20.0
1449,0.0
8683,125.0
6768,0.0
3308,662.0
3545,77.0
1755,228.0
1283,4481.0
7528,0.0
6080,0.0
4395,108.0
4256,241.0
558,8478.0
85,0.0
7694,44.0
7183,55.0
5390,3.0
5740,1.0
6152,172.0
8145,0.0
374,0.0
6852,11.0
1993,2.0
502,0.0
1225,0.0
15,1106.0
3396,4593.0
4377,1841.0
4815,78.0
2519,1308.0
1670,290.0
2312,13.0
781,106.0
5346,4080.0
8066,12.0
4333,5777.0
4939,23.0
3211,0.0
7475,3103.0
3392,7.0
996,27.0
6127,99.0
4703,416.0
5796,15.0
4308,5.0
4913,320.0
4225,0.0
1996,4.0
3757,0.0
3613,75.0
7226,12.0
3230,126.0
7942,1574.0
2783,201.0
5974,692.0
8728,3856.0
158,0.0
5001,4.0
7639,178.0
3039,325.0
4737,7071.0
4690,71.0
1153,4119.0
4984,194.0
6317,421.0
2155,1776.0
8307,2176.0
4107,911.0
2840,378.0
8489,0.0
2135,0.0
3912,112.0
6912,0.0
1418,0.0
7584,88.0
2572,881.0
8440,92.0
2418,115.0
407,2315.0
5526,194.0
3197,12.0
60,5.0
589,107.0
6649,189.0
4789,2.0
6426,85.0
8674,8.0
28,224.0
1975,588.0
6572,311.0
5280,2.0
5581,0.0
7537,0.0
5459,117.0
5422,0.0
1687,379.0
740,17.0
6051,0.0
1057,1614.0
2524,0.0
3737,515.0
4854,18.0
458,0.0
6160,18.0
1528,0.0
7950,2269.0
5208,5.0
5183,2.0
6580,2819.0
3914,1.0
6417,436.0
6036,3993.0
2649,0.0
879,159.0
1134,1272.0
7326,17.0
2253,2306.0
6039,197.0
5043,3062.0
883,4.0
6089,2.0
6833,3912.0
843,2315.0
3129,12.0
6924,834.0
1712,391.0
3462,0.0
2004,8940.0
471,4064.0
54,728.0
6691,706.0
6110,8554.0
7212,721.0
4269,1438.0
8285,145.0
4448,48.0
5501,48.0
2145,70.0
5370,269.0
5637,151.0
1256,1.0
2399,179.0
7022,1668.0
7294,1.0
5750,1021.0
57,7.0
3184,4898.0
2429,20.0
2454,1710.0
3848,17.0
2722,1.0
3120,0.0
7315,1021.0
2178,0.0
4032,0.0
1827,0.0
210,4.0
1805,2263.0
1883,14748.0
4081,19.0
2358,23.0
7419,0.0
606,29.0
3745,177.0
375,26.0
624,21.0
7656,0.0
7314,6.0
5157,1115.0
4958,0.0
5041,66.0
1659,10.0
3117,6355.0
4728,2328.0
5604,699.0
3797,0.0
1185,9.0
1752,4.0
1261,6.0
1782,4563.0
7888,16.0
3660,18.0
6812,1.0
8718,1057.0
3395,31.0
2230,0.0
5383,0.0
8454,2064.0
8570,137.0
819,0.0
3959,2291.0
7762,0.0
6521,1.0
4822,0.0
658,0.0
7812,295.0
563,3501.0
329,57.0
1664,290.0
6669,205.0
954,97.0
2266,4.0
7722,8.0
7526,64.0
4868,544.0
7717,674.0
5387,27.0
1652,95.0
4316,3.0
8599,296.0
4410,0.0
2085,1611.0
6940,0.0
2038,324.0
6289,0.0
7637,0.0
4176,2.0
3634,1.0
4042,0.0
6369,2702.0
1710,1.0
7695,0.0
4599,2.0
5644,599.0
3498,0.0
7687,0.0
4700,16.0
7886,10.0
2291,2.0
7292,764.0
5936,19.0
8191,0.0
521,0.0
2332,0.0
5308,299.0
4267,89.0
3957,65.0
6509,1.0
3628,143.0
3571,22.0
4914,19.0
3701,0.0
6238,0.0
796,418.0
4296,10.0
7691,0.0
4171,21.0
2956,0.0
2008,0.0
279,8.0
7298,224.0
3363,0.0
2769,1764.0
5783,75.0
8136,1.0
6488,0.0
1845,36.0
7104,306.0
3050,1.0
1814,56.0
1699,344.0
6061,3297.0
7359,0.0
5328,0.0
1250,1.0
1291,3.0
1042,839.0
6885,1522.0
1689,3.0
2554,6648.0
4002,48.0
3179,410.0
2389,0.0
3110,0.0
2770,0.0
4115,712.0
1299,264.0
2436,2344.0
1963,2482.0
135,1.0
1869,342.0
4085,234.0
1087,3.0
6762,0.0
117,210.0
1296,2.0
5389,13.0
8719,0.0
2933,874.0
1595,1.0
7594,276.0
2795,112.0
8461,648.0
6365,3.0
6151,428.0
8691,5.0
4706,0.0
3075,862.0
3844,0.0
1343,2483.0
6443,280.0
3454,5.0
1751,5.0
7574,0.0
3584,0.0
6621,6.0
1048,0.0
1302,3.0
5066,82.0
2599,114.0
3708,784.0
6787,844.0
7205,293.0
8586,1640.0
1440,389.0
1062,21.0
7504,16.0
6446,1163.0
1933,14.0
1566,120.0
6010,878.0
4610,2657.0
7312,84.0
1597,499.0
3945,74.0
900,152.0
2691,0.0
2384,377.0
8462,0.0
4233,501.0
909,0.0
506,40.0
6742,0.0
8595,4610.0
6383,1945.0
353,0.0
5428,843.0
846,18.0
508,5751.0
687,13.0
6832,4.0
8442,1384.0
3778,674.0
341,0.0
7889,973.0
146,3.0
6819,0.0
2717,0.0
6106,3440.0
3805,533.0
260,494.0
4597,311.0
7145,944.0
2921,48.0
3861,17.0
3677,1932.0
4169,0.0
2481,0.0
5061,0.0
4155,1301.0
1031,93.0
2723,762.0
4699,97.0
2937,265.0
5591,2940.0
8268,0.0
3480,1.0
8506,406.0
2677,4.0
7575,190.0
5191,0.0
7242,0.0
45,230.0
8698,5.0
8758,0.0
2211,0.0
282,2.0
4524,535.0
7441,499.0
8469,3.0
528,26.0
4735,57.0
4796,8735.0
1367,7.0
5166,803.0
2972,4.0
6825,0.0
4521,0.0
7957,0.0
4487,9491.0
1327,1068.0
4245,0.0
2067,15.0
6374,2967.0
7308,3.0
4541,13.0
3248,5.0
5002,289.0
3055,0.0
529,69.0
834,188.0
8361,3132.0
7254,123.0
7219,2.0
7388,3.0
1743,657.0
839,64.0
5098,358.0
3427,2528.0
3761,676.0
8656,7.0
6944,10952.0
291,108.0
6150,2.0
6875,154.0
2385,206.0
2494,571.0
7191,6679.0
6859,156.0
4046,9.0
3953,939.0
6698,1698.0
8441,5.0
7995,8.0
3971,94.0
6389,65.0
8723,12.0
3015,0.0
5008,5.0
6722,419.0
3391,3024.0
4311,85.0
7931,78.0
179,2273.0
7938,1440.0
4451,5.0
8594,0.0
5878,0.0
7821,8.0
8427,0.0
4011,36.0
322,1297.0
1903,801.0
7128,184.0
6973,2193.0
7829,0.0
2061,1.0
5087,29.0
8271,12487.0
1851,269.0
7356,1321.0
118,11.0
1593,1743.0
7442,0.0
1829,0.0
7059,0.0
1592,0.0
5451,1132.0
5165,2.0
1000,0.0
7589,373.0
8039,8.0
1226,3.0
5420,0.0
7349,0.0
8629,317.0
2533,0.0
7299,6109.0
4326,1.0
5712,9612.0
3632,378.0
272,30.0
207,0.0
2375,263.0
745,0.0
2306,731.0
4068,72.0
4021,444.0
8175,72.0
7684,786.0
8523,1641.0
4027,3004.0
2098,806.0
4628,8.0
7891,0.0
447,0.0
8177,2227.0
5531,114.0
3192,0.0
3375,1801.0
1678,3.0
4510,261.0
7482,0.0
112,85.0
6949,78.0
6444,27.0
1265,19.0
1071,339.0
2615,1956.0
8222,1812.0
2504,0.0
3707,313.0
530,27.0
1793,38.0
7208,2268.0
7568,5309.0
5979,0.0
1898,0.0
7069,837.0
4901,0.0
2772,82.0
3845,2727.0
7744,0.0
2043,1038.0
1384,0.0
8394,194.0
7280,0.0
314,2307.0
6155,2704.0
6121,0.0
7252,3.0
2737,17.0
5755,0.0
8365,1111.0
324,1004.0
2882,3634.0
6551,12.0
1366,838.0
3849,23.0
3875,2.0
6103,2918.0
6567,8.0
8734,4.0
8257,0.0
3070,841.0
8050,0.0
1647,2761.0
6663,46.0
6056,7645.0
5380,111.0
5178,2424.0
4910,4859.0
8652,24.0
3780,639.0
7943,3.0
8313,2048.0
8150,6.0
2522,3529.0
7917,79.0
4859,2.0
943,995.0
4514,0.0
4023,22.0
2408,3707.0
7920,0.0
4242,4763.0
4157,2424.0
8296,37.0
2045,1424.0
79,8.0
8617,0.0
1447,59.0
8661,0.0
7732,120.0
2507,3155.0
2900,97.0
3662,499.0
4983,0.0
5869,57.0
6761,293.0
4852,0.0
6146,1.0
4193,298.0
8371,0.0
6310,0.0
8192,5.0
3365,800.0
7443,631.0
2499,309.0
3325,85.0
2763,17.0
7661,273.0
1016,37.0
2164,2.0
8746,0.0
2516,1.0
106,4.0
8679,313.0
6352,28.0
1538,0.0
615,59.0
8272,2211.0
5224,0.0
1979,37.0
1297,286.0
5984,3464.0
701,152.0
2243,1120.0
5751,9034.0
4768,143.0
5749,37.0
7395,0.0
1244,0.0
5953,555.0
2191,0.0
1213,1156.0
2344,232.0
4284,681.0
8522,0.0
8134,0.0
7227,156.0
976,166.0
6996,0.0
6033,1.0
4397,0.0
3073,0.0
7398,8.0
8747,2003.0
4195,13367.0
2154,1.0
6090,0.0
8585,0.0
7627,7.0
7405,1354.0
5431,2.0
6557,23.0
1355,620.0
6502,1.0
326,2.0
3459,0.0
7420,1.0
2501,0.0
4759,16.0
5479,822.0
7341,0.0
1620,0.0
7807,6385.0
4312,1.0
3333,387.0
6323,0.0
7740,477.0
3532,10.0
4403,856.0
7907,0.0
1671,3828.0
6994,510.0
1427,21.0
5939,1041.0
6400,0.0
423,8271.0
6362,677.0
4304,0.0
5253,6.0
1741,0.0
5266,40.0
5350,5.0
7718,3.0
5593,1.0
8063,0.0
1379,456.0
6607,0.0
5966,321.0
265,1477.0
3937,2.0
5567,0.0
3022,3467.0
6459,2248.0
3046,723.0
7644,405.0
1875,42.0
7472,17.0
5190,3232.0
8603,12543.0
6846,0.0
7598,1198.0
4026,5.0
4064,4.0
349,1.0
572,3.0
3453,274.0
7608,1.0
4056,126.0
6425,4.0
1784,465.0
6251,0.0
7002,6986.0
7316,5352.0
6338,2.0
4987,1.0
4044,7.0
1288,180.0
7168,6.0
4390,0.0
1958,10774.0
1132,0.0
5311,11483.0
3021,0.0
8590,3309.0
4849,849.0
1917,505.0
96,9.0
5207,6843.0
934,10.0
7061,0.0
1690,946.0
108,0.0
1944,3227.0
1231,55.0
1962,1.0
5100,0.0
1463,0.0
8704,0.0
2414,26.0
2229,0.0
2320,506.0
2800,13.0
218,1.0
5480,300.0
4993,33.0
8210,0.0
1038,7514.0
21,78.0
3312,941.0
6841,5762.0
1359,11.0
56,0.0
3710,61.0
6165,2886.0
2382,140.0
5372,5058.0
4651,2.0
7875,214.0
4364,209.0
2400,3.0
1591,466.0
162,0.0
3298,0.0
6438,0.0
774,1557.0
7040,0.0
5411,0.0
2213,355.0
2255,8.0
8008,5875.0
500,4078.0
2118,0.0
2757,0.0
1395,1842.0
2575,136.0
5867,0.0
6164,3702.0
7052,0.0
1390,1.0
7776,2158.0
7235,0.0
5857,12.0
2835,2.0
1184,2931.0
6579,26.0
202,12.0
7192,3.0
4287,770.0
8492,329.0
661,0.0
8566,2343.0
7432,0.0
2794,631.0
1110,1170.0
4014,4.0
4231,15.0
7702,604.0
8443,28.0
4025,12.0
4594,0.0
5826,0.0
2451,576.0
5160,2.0
6519,4530.0
8604,2177.0
306,1173.0
6687,191.0
1740,3.0
2864,6.0
8352,0.0
8759,5.0
2325,5373.0
5257,1071.0
7394,0.0
193,0.0
3546,1309.0
1727,37.0
6480,0.0
1724,33.0
1192,958.0
3909,0.0
8557,53.0
5080,5.0
2676,56.0
4739,29.0
1266,422.0
1004,3545.0
5584,240.0
4995,2019.0
3723,332.0
5716,4007.0
8020,18.0
3529,45.0
6765,182.0
7337,146.0
4130,0.0
8601,931.0
5225,1487.0
5289,1121.0
8479,14.0
1267,0.0
2047,414.0
6779,0.0
450,73.0
7407,116.0
6584,3291.0
6753,0.0
7244,31.0
6640,227.0
2221,2086.0
2195,437.0
3935,6.0
3818,7.0
3017,0.0
6597,6.0
7001,5.0
2403,2762.0
5983,33.0
6854,0.0
4826,0.0
2181,5143.0
215,31.0
1746,150.0
8161,0.0
5814,1492.0
7514,324.0
7940,0.0
2486,94.0
2751,21.0
3306,55.0
4926,4812.0
6966,151.0
5919,307.0
3835,243.0
2378,5.0
7043,1.0
94,819.0
665,272.0
5029,6150.0
5333,995.0
2311,105.0
847,1284.0
5522,1119.0
7041,0.0
6200,4781.0
3277,1736.0
7604,10.0
5818,0.0
7996,3559.0
730,14572.0
4393,0.0
809,5.0
2131,669.0
2775,6.0
8059,3937.0
6170,8.0
2241,1144.0
2962,639.0
186,8466.0
7719,79.0
4424,16.0
428,0.0
7086,4975.0
432,0.0
3538,4263.0
7502,0.0
5582,15.0
5736,191.0
8508,0.0
3364,131.0
4620,0.0
3524,0.0
2489,136.0
7599,2752.0
764,6700.0
76,258.0
5908,16.0
8129,266.0
5553,0.0
2294,131.0
2448,3.0
2068,871.0
7532,3441.0
6748,1.0
7941,2208.0
1544,864.0
2288,77.0
4111,99.0
5504,0.0
8109,0.0
7868,17.0
6410,11950.0
8598,148.0
3083,0.0
6307,70.0
3270,9.0
7332,0.0
2444,0.0
3155,17.0
652,0.0
2277,0.0
1974,1253.0
7768,38.0
1114,0.0
5699,5087.0
4900,0.0
5752,3.0
2116,1166.0
1204,686.0
6157,949.0
8312,192.0
3108,101.0
3763,0.0
1876,1.0
6543,6.0
3809,0.0
4431,0.0
4760,0.0
4173,0.0
6709,1.0
4745,52.0
6857,1.0
4277,30.0
2333,42.0
3748,2630.0
86,0.0
4434,0.0
901,3865.0
5452,105.0
5990,0.0
1385,59.0
4527,0.0
3508,0.0
4656,71.0
783,0.0
2304,235.0
5897,8.0
1401,128.0
3862,319.0
8424,584.0
3202,290.0
1658,0.0
5271,2439.0
2175,1.0
2608,3126.0
3290,2715.0
7421,0.0
7838,0.0
6149,1.0
7855,17.0
1517,0.0
333,197.0
4437,1885.0
7587,1.0
8496,15.0
8078,405.0
8456,3.0
7698,517.0
2109,142.0
5110,1.0
4131,1073.0
4631,51.0
2891,1150.0
4803,0.0
5440,13.0
825,718.0
6561,2108.0
6210,308.0
5421,0.0
3595,4.0
4464,0.0
7758,1401.0
2605,8181.0
4314,0.0
5136,39.0
389,220.0
7484,0.0
8708,5.0
5418,531.0
3657,336.0
7892,0.0
1058,0.0
6648,1099.0
4596,5.0
6760,4.0
5148,197.0
1560,0.0
3280,30.0
7739,32.0
387,75.0
6952,51.0
6576,3415.0
6893,2863.0
5162,129.0
8041,5634.0
4361,1221.0
7409,0.0
7859,0.0
1369,336.0
6723,2183.0
4004,471.0
1634,0.0
4345,486.0
7373,3547.0
3366,48.0
2732,0.0
7465,1657.0
3879,58.0
4453,73.0
136,2.0
2654,4.0
2201,1510.0
1697,0.0
6294,304.0
5905,4416.0
7391,526.0
8101,4733.0
8302,2.0
385,0.0
6092,10.0
2597,47.0
7106,56.0
2198,0.0
7733,195.0
1896,119.0
5274,82.0
905,0.0
5006,0.0
4485,486.0
392,2866.0
8183,90.0
3013,5544.0
2087,0.0
448,5.0
7749,2048.0
7922,2673.0
5653,90.0
6670,69.0
3609,23.0
5671,3806.0
1651,196.0
5429,2657.0
6971,2609.0
4425,288.0
3868,1.0
4008,7.0
1954,1.0
2749,1.0
838,2035.0
2343,684.0
4224,0.0
6583,0.0
5226,28.0
4265,0.0
6335,9.0
2100,1891.0
8103,229.0
382,827.0
5700,13.0
7266,650.0
3561,37.0
4413,5293.0
26,0.0
7721,125.0
8140,0.0
6330,5370.0
6154,27.0
6332,98.0
2994,1053.0
7949,0.0
6244,36.0
249,637.0
5924,3101.0
8108,0.0
560,46.0
7184,2.0
2823,10.0
2547,140.0
1510,2109.0
5969,118.0
4012,0.0
1981,10.0
4816,156.0
377,0.0
4813,421.0
2168,3172.0
3093,1079.0
4330,0.0
7169,0.0
1799,106.0
6022,1771.0
7872,126.0
4611,0.0
3742,25.0
4132,88.0
3467,357.0
7270,205.0
2165,0.0
6772,32.0
2945,10932.0
7020,0.0
8178,26.0
4818,2968.0
3109,0.0
4962,1529.0
1219,23.0
8501,0.0
3734,248.0
4917,0.0
8182,1171.0
1377,588.0
4677,3.0
6969,48.0
7978,1.0
6708,49.0
1268,8774.0
5373,79.0
2879,51.0
7087,1411.0
2845,0.0
1588,0.0
7951,122.0
4094,0.0
3619,195.0
2392,11.0
988,42.0
3431,2.0
1202,0.0
4627,524.0
1349,0.0
3098,245.0
5913,382.0
1630,0.0
3884,0.0
5782,0.0
3978,0.0
2641,2995.0
8534,138.0
1934,0.0
4512,934.0
3979,1015.0
793,5290.0
2142,7.0
7013,398.0
6327,1205.0
4087,73.0
6821,1123.0
3464,1.0
4363,2479.0
6120,407.0
1654,24.0
985,0.0
3078,0.0
2376,425.0
7827,10862.0
3962,74.0
4948,0.0
6645,0.0
58,42.0
3418,4.0
1485,1622.0
8112,507.0
4692,13.0
1090,31.0
4407,15.0
8198,0.0
7216,141.0
5298,84.0
62,0.0
6387,5190.0
5051,1485.0
37,25.0
8338,261.0
3622,8.0
5950,0.0
5343,415.0
4614,2.0
5408,2343.0
6265,0.0
8350,795.0
3924,5.0
4788,25.0
1238,75.0
2884,17.0
6409,38.0
4519,1098.0
3374,0.0
5885,37.0
5965,0.0
6277,0.0
1572,0.0
7517,405.0
758,1028.0
8278,9.0
2607,1.0
4591,0.0
2690,0.0
8544,328.0
5442,1639.0
4232,1445.0
4221,6.0
912,1596.0
7360,20.0
510,0.0
601,9.0
8593,1.0
4352,1806.0
7919,0.0
6803,58.0
5476,6.0
6981,397.0
1171,0.0
222,3970.0
5306,29.0
1097,1717.0
3411,28.0
4324,666.0
8135,770.0
3940,785.0
5601,3.0
8542,0.0
5313,1.0
1035,0.0
4501,104.0
5895,135.0
4191,0.0
2244,11980.0
5798,0.0
4201,0.0
4114,37.0
6226,1126.0
195,4.0
7619,0.0
2095,11.0
7047,0.0
7178,2.0
3505,310.0
2137,4.0
1693,0.0
5922,1965.0
5914,0.0
5358,0.0
1350,93.0
7009,0.0
8104,97.0
1854,1363.0
2514,0.0
1717,1.0
3264,234.0
4281,3.0
8407,709.0
1160,0.0
6188,497.0
461,28.0
3857,0.0
8425,18.0
4723,1190.0
2596,173.0
8733,0.0
3153,9574.0
6491,31.0
1745,0.0
6634,0.0
6113,872.0
2899,1.0
3329,3.0
6255,0.0
7501,1229.0
2674,90.0
253,231.0
6005,0.0
4657,1797.0
6341,0.0
6293,316.0
3674,108.0
8111,651.0
6611,2480.0
7072,241.0
2790,24.0
3681,239.0
4708,0.0
5515,8537.0
1722,56.0
4880,230.0
2421,72.0
4731,0.0
5930,32.0
7152,2.0
1338,2096.0
8449,580.0
1738,6042.0
5701,46.0
2440,9.0
6091,6.0
4143,617.0
7253,1897.0
7142,4027.0
6139,8.0
632,5.0
1453,0.0
2567,66.0
3348,2.0
388,43.0
7976,92.0
3168,30146.0
8265,2.0
3894,4512.0
8023,15539.0
6433,24.0
8360,0.0
4930,545.0
246,96.0
1389,475.0
7058,1.0
7433,67.0
2409,1.0
7329,92.0
1257,1.0
1848,882.0
1551,24.0
7454,3454.0
2482,5091.0
5223,1063.0
2179,410.0
6031,372.0
4804,7709.0
4359,9174.0
5931,39.0
527,275.0
1673,127.0
6304,384.0
1684,12.0
2126,1.0
6402,487.0
3274,21.0
6601,0.0
3493,0.0
6021,0.0
5907,0.0
8048,11.0
82,16.0
7652,0.0
2404,0.0
6305,137.0
7822,932.0
2975,2.0
4567,2700.0
7805,0.0
5596,394.0
3521,0.0
8545,3312.0
939,1949.0
3604,0.0
719,12.0
2477,1.0
4726,5.0
5301,811.0
378,12339.0
7863,83.0
1918,0.0
1191,657.0
5635,0.0
1406,20.0
8381,28.0
3950,1.0
6379,59.0
3251,7.0
8246,184.0
8716,460.0
5822,236.0
5316,1090.0
2831,0.0
8754,61.0
2967,156.0
8524,0.0
88,0.0
83,0.0
7478,9.0
684,2.0
5735,0.0
338,552.0
5194,12.0
1490,1.0
8165,12407.0
8372,1087.0
1167,0.0
2340,1737.0
2465,0.0
832,849.0
1564,2889.0
7591,117.0
3213,39.0
2687,1788.0
2669,2.0
3448,29.0
678,0.0
3177,1119.0
6228,223.0
5738,10.0
8646,22.0
882,496.0
6107,0.0
1429,6920.0
8194,1327.0
7748,2034.0
5115,2363.0
857,0.0
3030,2.0
1674,0.0
3941,0.0
8418,885.0
3476,0.0
223,205.0
2613,15128.0
5415,3262.0
138,3351.0
3195,0.0
4696,0.0
8749,1684.0
6280,0.0
6743,762.0
2617,43.0
3592,0.0
7288,698.0
5909,2.0
3944,187.0
5125,312.0
464,2.0
5597,2516.0
3907,1.0
6247,3.0
8579,132.0
721,443.0
6029,20.0
109,5736.0
8348,156.0
7473,1288.0
7165,473.0
541,1.0
3122,14.0
3996,249.0
1137,8843.0
1897,0.0
1462,6.0
173,0.0
8406,516.0
3426,0.0
7734,202.0
5182,21.0
6991,1532.0
6718,151.0
5497,1.0
6741,3.0
3302,2.0
6166,564.0
8526,84.0
7676,423.0
2648,3377.0
3504,45.0
4110,6.0
6044,0.0
2592,0.0
411,79.0
646,84.0
4964,539.0
4145,1.0
975,5444.0
785,5780.0
3553,5.0
2837,620.0
6630,6.0
5677,14.0
6542,446.0
1493,2489.0
7228,0.0
7164,0.0
4190,1077.0
5695,0.0
666,185.0
5039,240.0
7946,4.0
4687,32.0
1960,0.0
5040,28.0
3946,0.0
8541,1201.0
4300,0.0
2692,0.0
2634,154.0
8232,5109.0
6978,88.0
2922,94.0
8035,4405.0
5667,329.0
5406,2959.0
5860,1164.0
7381,1.0
5317,284.0
6774,889.0
2373,3.0
6457,1.0
4218,142.0
2927,1.0
8405,0.0
4360,0.0
3385,2.0
192,35.0
6842,15.0
3434,0.0
4209,11.0
4879,217.0
1207,110.0
8026,0.0
6007,2314.0
8437,0.0
5856,906.0
5934,26.0
1779,192.0
8025,7.0
1216,2887.0
2212,213.0
2625,8214.0
413,0.0
1332,74.0
3800,0.0
4119,8.0
3583,8060.0
1692,197.0
3204,1022.0
7331,4854.0
7548,332.0
4239,22.0
1330,3.0
6740,3.0
6046,5.0
6447,1.0
3889,1569.0
6396,0.0
7935,0.0
928,63.0
3890,1.0
592,168.0
1715,1766.0
4707,855.0
8067,0.0
7318,0.0
3486,0.0
2396,0.0
7690,4216.0
7864,181.0
8562,793.0
5832,0.0
8549,34.0
6976,12.0
1952,7.0
4612,0.0
4874,65.0
2841,5441.0
4493,3.0
3388,176.0
581,0.0
8344,2846.0
2252,292.0
8130,1.0
7883,0.0
3562,2.0
6118,6824.0
7132,4.0
8090,0.0
4630,2821.0
3654,209.0
8639,237.0
3223,2301.0
4100,604.0
2016,0.0
1365,1.0
1161,1.0
2604,27.0
1581,100.0
6581,2539.0
7550,15.0
8162,1265.0
4998,52652.0
2551,132.0
2588,48.0
5685,0.0
4022,1.0
1147,217.0
1455,3.0
3389,0.0
3246,3736.0
524,9600.0
7586,4797.0
7249,46.0
7696,980.0
2351,129.0
4638,11.0
3891,64.0
7660,3.0
6591,247.0
2683,862.0
1555,37.0
2631,17.0
6418,13.0
1364,6.0
4960,9788.0
1272,0.0
2323,10839.0
5876,129.0
4950,0.0
1691,114.0
5562,272.0
2888,0.0
6685,261.0
7635,1601.0
130,6415.0
2729,0.0
7256,0.0
4928,1.0
1870,330.0
6905,3.0
6622,232.0
3210,28.0
2806,1034.0
6269,3208.0
4766,1021.0
4484,0.0
5175,237.0
8128,13.0
789,6.0
1456,2086.0
8207,1691.0
2520,830.0
5509,2590.0
1816,0.0
7246,1.0
3456,10754.0
5056,1.0
6461,2.0
8531,0.0
8505,1.0
5376,3347.0
4678,2.0
8240,2756.0
